Snorlax
Moves
Teammates
Snorlax 77.709%
Raikou 43.993%
Skarmory 39.182%
Zapdos 33.322%
Starmie 32.570%
Tyranitar 32.013%
Gengar 16.268%
Misdreavus 15.254%
Blissey 13.093%
Exeggutor 10.933%
Tentacruel 10.344%
Checks and Counters
Machamp
Moves
Cross Chop 99.070%
Rock Slide 80.399%
Earthquake 54.252%
Curse 46.279%
Fire Blast 23.821%
Hidden Power Bug 17.176%
Rest 14.053%
Meditate 12.292%
Sleep Talk 9.701%
Hidden Power Ghost 7.043%
Body Slam 5.382%
Light Screen 5.382%
Thief 3.654%
Flamethrower 3.355%
Other 18.140%
Teammates
Snorlax 74.983%
Zapdos 48.239%
Cloyster 39.668%
Tyranitar 24.651%
Marowak 23.654%
Nidoking 22.392%
Jolteon 21.528%
Raikou 20.930%
Scizor 16.578%
Gengar 16.545%
Steelix 13.987%
Checks and Counters
Jolteon
Moves
Baton Pass 74.062%
Thunderbolt 63.438%
Growth 57.357%
Thunder 36.411%
Agility 33.634%
Hidden Power Water 32.995%
Reflect 21.021%
Rest 17.492%
Thunder Wave 14.527%
Hidden Power Ice 8.033%
Hidden Power Fire 7.620%
Sleep Talk 7.620%
Substitute 6.494%
Other 19.294%
Teammates
Snorlax 69.745%
Zapdos 37.613%
Gengar 33.746%
Tyranitar 29.467%
Marowak 28.078%
Exeggutor 26.839%
Cloyster 25.150%
Machamp 24.324%
Scizor 23.311%
Alakazam 21.096%
Smeargle 17.680%
Checks and Counters
Nidoking
Moves
Earthquake 99.217%
Ice Beam 86.526%
Thunder 63.533%
Lovely Kiss 58.441%
Thief 40.071%
Thunderbolt 11.516%
Flamethrower 10.811%
Fire Blast 5.053%
Rock Slide 3.604%
Dynamic Punch 3.290%
Other 17.940%
Teammates
Snorlax 83.196%
Zapdos 69.095%
Cloyster 64.473%
Tyranitar 51.508%
Gengar 41.050%
Machamp 26.400%
Jynx 13.357%
Exeggutor 12.025%
Forretress 11.398%
Starmie 9.322%
Alakazam 7.129%
Checks and Counters
Marowak
Moves
Earthquake 97.143%
Rock Slide 92.731%
Swords Dance 78.277%
Hidden Power Bug 37.731%
Fire Blast 37.689%
Rest 18.445%
Hidden Power Flying 3.824%
Substitute 3.235%
Bonemerang 3.151%
Double-Edge 2.815%
Body Slam 2.773%
Thunder Punch 2.269%
Other 19.916%
Teammates
Snorlax 79.874%
Jolteon 31.429%
Zapdos 31.092%
Machamp 29.916%
Starmie 29.538%
Cloyster 29.370%
Smeargle 22.857%
Scizor 22.479%
Tyranitar 20.420%
Skarmory 15.546%
Exeggutor 14.832%
Checks and Counters
Steelix
Moves
Earthquake 98.664%
Roar 87.355%
Curse 86.910%
Explosion 84.773%
Rock Slide 20.659%
Rest 4.007%
Other 17.631%
Teammates
Snorlax 81.300%
Cloyster 66.563%
Zapdos 63.847%
Exeggutor 30.677%
Gengar 26.937%
Machamp 18.744%
Starmie 14.960%
Vaporeon 14.648%
Tyranitar 14.114%
Raikou 13.713%
Heracross 10.285%
Checks and Counters
Heracross
Black Belt 1.691%
Moves
Megahorn 98.450%
Rest 71.865%
Sleep Talk 66.228%
Curse 59.699%
Earthquake 26.303%
Reversal 15.453%
Seismic Toss 14.279%
Endure 10.568%
Hidden Power Fighting 8.314%
Counter 6.905%
Return 5.120%
Other 16.815%
Teammates
Snorlax 71.865%
Cloyster 36.449%
Tyranitar 31.893%
Zapdos 30.061%
Exeggutor 28.464%
Raikou 27.525%
Gengar 25.364%
Blissey 21.794%
Golem 21.184%
Starmie 13.340%
Jolteon 13.293%
Checks and Counters
Blissey
Moves
Soft-Boiled 90.867%
Heal Bell 82.619%
Flamethrower 41.892%
Toxic 39.329%
Ice Beam 37.605%
Light Screen 23.719%
Present 18.267%
Thunderbolt 12.815%
Growl 6.384%
Seismic Toss 5.126%
Counter 3.728%
Thunder 3.541%
Thunder Wave 2.889%
Defense Curl 2.563%
Sing 2.470%
Blizzard 2.470%
Fire Blast 2.423%
Attract 2.330%
Other 18.966%
Teammates
Snorlax 76.095%
Gengar 38.257%
Zapdos 37.185%
Cloyster 33.504%
Tyranitar 33.364%
Skarmory 28.332%
Heracross 21.622%
Forretress 18.639%
Alakazam 14.212%
Starmie 13.747%
Porygon2 12.628%
Checks and Counters
Scizor
Moves
Swords Dance 96.035%
Baton Pass 83.172%
Agility 70.513%
Hidden Power Fighting 34.316%
Hidden Power Bug 31.215%
Steel Wing 25.826%
Return 8.795%
Endure 7.575%
Reversal 7.575%
Light Screen 4.118%
Toxic 3.203%
Quick Attack 3.050%
Slash 2.847%
Double-Edge 2.644%
Other 19.115%
Teammates
Snorlax 48.297%
Smeargle 34.265%
Jolteon 31.571%
Marowak 27.199%
Espeon 27.148%
Machamp 25.369%
Kingdra 24.657%
Umbreon 22.928%
Arcanine 21.352%
Miltank 19.268%
Tyranitar 19.115%
Checks and Counters
Alakazam
Moves
Psychic 99.262%
Recover 47.530%
Fire Punch 42.987%
Ice Punch 38.558%
Substitute 31.573%
Hidden Power Grass 28.507%
Encore 25.610%
Thunder Punch 17.206%
Thunder Wave 12.947%
Toxic 10.165%
Dynamic Punch 6.928%
Barrier 5.565%
Counter 5.451%
Reflect 4.032%
Thief 3.123%
Light Screen 2.612%
Other 17.944%
Teammates
Gengar 56.048%
Snorlax 52.527%
Zapdos 49.006%
Cloyster 32.765%
Jolteon 31.914%
Exeggutor 29.415%
Tyranitar 21.692%
Blissey 17.320%
Machamp 15.332%
Golem 12.209%
Nidoking 10.335%
Checks and Counters
Miltank
Moves
Milk Drink 96.817%
Body Slam 87.336%
Heal Bell 84.983%
Growl 45.260%
Earthquake 30.588%
Curse 13.633%
Attract 13.149%
Return 6.298%
Toxic 4.429%
Other 17.509%
Teammates
Snorlax 52.388%
Starmie 29.896%
Umbreon 27.543%
Scizor 26.228%
Zapdos 24.152%
Kingdra 23.806%
Arcanine 23.183%
Espeon 23.045%
Marowak 21.522%
Skarmory 19.308%
Raikou 15.502%
Checks and Counters
Umbreon
Moves
Toxic 61.318%
Confuse Ray 42.479%
Pursuit 36.748%
Sand Attack 33.524%
Rest 32.450%
Charm 27.077%
Sleep Talk 21.777%
Moonlight 19.842%
Baton Pass 18.123%
Feint Attack 16.619%
Hidden Power Fire 13.037%
Curse 12.321%
Protect 10.029%
Mean Look 8.739%
Growth 6.160%
Shadow Ball 5.874%
Psychic 4.370%
Bite 4.083%
Zap Cannon 3.438%
Body Slam 2.579%
Other 19.413%
Teammates
Snorlax 46.203%
Scizor 32.307%
Espeon 30.086%
Kingdra 30.014%
Miltank 28.510%
Arcanine 28.438%
Skarmory 20.129%
Raikou 18.195%
Forretress 17.407%
Starmie 14.542%
Zapdos 14.112%
Checks and Counters
Smeargle
Moves
Spore 85.714%
Baton Pass 70.200%
Agility 61.982%
Spikes 50.461%
Destiny Bond 19.278%
Substitute 12.442%
Heal Bell 11.060%
Swords Dance 10.906%
Belly Drum 10.522%
Sacred Fire 9.831%
Stun Spore 8.218%
Perish Song 6.912%
Spider Web 6.605%
Encore 5.760%
Thunder Wave 5.223%
Super Fang 3.763%
Growth 3.456%
Other 17.665%
Teammates
Snorlax 66.129%
Scizor 51.767%
Marowak 41.782%
Jolteon 36.175%
Machamp 29.263%
Tyranitar 23.425%
Espeon 18.049%
Zapdos 14.593%
Gengar 14.209%
Kingdra 10.753%
Misdreavus 10.522%
Checks and Counters
Vaporeon
Moves
Growth 92.158%
Surf 86.102%
Rest 65.450%
Sleep Talk 54.348%
Acid Armor 26.320%
Ice Beam 22.360%
Baton Pass 21.273%
Attract 8.075%
Hydro Pump 7.997%
Other 15.916%
Teammates
Snorlax 79.348%
Zapdos 52.174%
Cloyster 43.168%
Exeggutor 40.606%
Steelix 25.543%
Marowak 21.273%
Machamp 19.643%
Raikou 19.332%
Golem 18.556%
Gengar 18.168%
Jolteon 16.848%
Checks and Counters
Jynx
Moves
Ice Beam 96.708%
Lovely Kiss 92.241%
Psychic 90.361%
Thief 41.536%
Substitute 36.834%
Counter 5.172%
Perish Song 4.859%
Attract 4.389%
Sleep Talk 3.527%
Rest 3.448%
Nightmare 2.821%
Other 18.103%
Teammates
Snorlax 81.740%
Cloyster 66.301%
Zapdos 66.223%
Gengar 55.564%
Golem 29.545%
Nidoking 26.724%
Machamp 11.207%
Exeggutor 10.658%
Forretress 9.718%
Blissey 7.759%
Alakazam 7.210%
Checks and Counters
Misdreavus
Moves
Rest 42.661%
Toxic 40.806%
Mean Look 39.274%
Thunder 33.871%
Perish Song 33.468%
Pain Split 33.065%
Protect 31.694%
Confuse Ray 20.968%
Thief 19.677%
Thunderbolt 15.161%
Psychic 14.113%
Destiny Bond 13.710%
Shadow Ball 9.274%
Hidden Power Water 9.113%
Curse 8.952%
Hypnosis 8.871%
Flash 8.629%
Other 16.694%
Teammates
Snorlax 72.339%
Skarmory 39.435%
Forretress 37.581%
Raikou 33.548%
Tyranitar 25.806%
Cloyster 24.597%
Starmie 24.274%
Zapdos 17.661%
Kingdra 17.419%
Blissey 16.129%
Smeargle 11.048%
Checks and Counters
Espeon
Moves
Psychic 99.758%
Growth 85.668%
Baton Pass 59.501%
Morning Sun 38.889%
Substitute 35.346%
Hidden Power Water 19.807%
Hidden Power Fire 15.137%
Zap Cannon 14.734%
Reflect 5.233%
Charm 4.589%
Hidden Power Fighting 4.106%
Other 17.230%
Teammates
Scizor 42.995%
Kingdra 35.829%
Umbreon 33.816%
Arcanine 33.414%
Snorlax 32.287%
Miltank 26.812%
Cloyster 26.167%
Tyranitar 20.290%
Zapdos 19.243%
Smeargle 18.921%
Exeggutor 14.251%
Checks and Counters
Kingdra
Moves
Ice Beam 68.766%
Dragon Breath 59.403%
Surf 50.290%
Hydro Pump 48.219%
Rest 46.810%
Haze 38.691%
Sleep Talk 38.028%
Toxic 8.782%
Blizzard 8.202%
Hidden Power Fire 7.788%
Rain Dance 4.308%
Disable 3.231%
Other 17.481%
Teammates
Scizor 40.182%
Espeon 36.868%
Umbreon 34.714%
Arcanine 31.649%
Snorlax 30.820%
Miltank 28.500%
Tyranitar 24.027%
Misdreavus 17.896%
Dragonite 15.079%
Forretress 12.096%
Smeargle 11.599%
Checks and Counters
Dragonite
Moves
Ice Beam 47.106%
Extreme Speed 38.138%
Flamethrower 33.258%
Thunder 32.917%
Thunder Wave 27.923%
Dynamic Punch 24.291%
Haze 21.566%
Wing Attack 18.729%
Surf 16.005%
Fire Blast 14.415%
Rest 13.507%
Thunderbolt 12.032%
Double-Edge 10.102%
Reflect 9.875%
Hyper Beam 9.875%
Outrage 8.854%
Body Slam 8.400%
Hidden Power Flying 6.243%
Fire Punch 4.994%
Thunder Punch 4.881%
Ice Punch 4.313%
Fly 4.086%
Dragon Breath 3.746%
Sleep Talk 3.519%
Return 3.178%
Other 18.048%
Teammates
Snorlax 71.169%
Tyranitar 39.160%
Cloyster 25.653%
Kingdra 20.658%
Raikou 19.069%
Heracross 17.934%
Golem 17.480%
Gengar 17.253%
Scizor 16.572%
Starmie 16.345%
Kangaskhan 14.302%
Checks and Counters
Charizard
Moves
Earthquake 80.055%
Fire Blast 75.137%
Rock Slide 65.301%
Belly Drum 62.295%
Flamethrower 32.240%
Swords Dance 11.475%
Sunny Day 8.333%
Wing Attack 7.650%
Ancient Power 6.148%
Crunch 5.191%
Dragon Breath 3.962%
Hidden Power Flying 3.005%
Hidden Power Fighting 2.869%
Hidden Power Grass 2.732%
Steel Wing 2.596%
Slash 2.322%
Roar 2.049%
Return 2.049%
Body Slam 2.049%
Frustration 2.049%
Fire Spin 1.913%
Other 18.579%
Teammates
Snorlax 68.306%
Exeggutor 31.831%
Cloyster 23.634%
Zapdos 22.268%
Machamp 19.399%
Starmie 18.306%
Gengar 17.350%
Steelix 17.213%
Raikou 17.213%
Rhydon 15.027%
Tyranitar 13.934%
Checks and Counters
Suicune
Moves
Surf 82.256%
Rest 81.203%
Sleep Talk 57.744%
Ice Beam 49.474%
Toxic 39.850%
Roar 36.090%
Hydro Pump 22.556%
Mirror Coat 9.925%
Hidden Power Fire 3.910%
Other 16.992%
Teammates
Snorlax 78.647%
Forretress 41.654%
Zapdos 33.985%
Raikou 33.684%
Tyranitar 33.083%
Skarmory 32.331%
Blissey 25.564%
Golem 20.902%
Cloyster 17.143%
Gengar 16.842%
Alakazam 14.737%
Checks and Counters
Houndoom
Black Glasses 3.828%
Moves
Crunch 70.444%
Fire Blast 67.228%
Pursuit 58.346%
Sunny Day 41.194%
Solar Beam 33.538%
Flamethrower 31.547%
Roar 16.692%
Rest 14.242%
Thief 13.629%
Sleep Talk 11.945%
Counter 6.891%
Sludge Bomb 5.207%
Hidden Power Fighting 4.747%
Hidden Power Grass 4.135%
Toxic 3.675%
Other 16.539%
Teammates
Snorlax 59.418%
Cloyster 34.303%
Gengar 29.556%
Zapdos 22.971%
Exeggutor 20.368%
Jolteon 16.998%
Machamp 16.233%
Entei 15.008%
Moltres 14.242%
Espeon 12.557%
Donphan 10.720%
Checks and Counters
Rhydon
Moves
Earthquake 98.125%
Rock Slide 97.969%
Roar 54.375%
Curse 46.406%
Rest 12.344%
Sleep Talk 11.719%
Fire Blast 10.781%
Body Slam 10.625%
Counter 10.000%
Zap Cannon 9.688%
Hidden Power Bug 7.500%
Submission 6.406%
Reversal 3.750%
Substitute 2.656%
Other 17.656%
Teammates
Snorlax 81.094%
Zapdos 37.344%
Cloyster 34.219%
Raikou 30.781%
Exeggutor 26.719%
Starmie 20.312%
Skarmory 19.062%
Gengar 18.125%
Charizard 17.188%
Forretress 14.688%
Machamp 12.031%
Checks and Counters
Arcanine
Moves
Extreme Speed 87.827%
Fire Blast 87.211%
Crunch 81.664%
Hidden Power Fighting 60.555%
Flamethrower 12.789%
Body Slam 10.169%
Toxic 10.015%
Roar 7.088%
Sunny Day 6.780%
Substitute 5.547%
Safeguard 5.393%
Hidden Power Grass 5.085%
Other 19.877%
Teammates
Scizor 64.715%
Espeon 63.945%
Umbreon 61.171%
Kingdra 58.860%
Miltank 51.618%
Snorlax 11.556%
Smeargle 8.629%
Pikachu 7.858%
Aerodactyl 6.626%
Piloswine 6.471%
Bellossom 6.009%
Checks and Counters
Tentacruel
Moves
Surf 79.316%
Sludge Bomb 64.821%
Swords Dance 48.860%
Rapid Spin 47.231%
Substitute 47.068%
Protect 34.853%
Toxic 34.528%
Hydro Pump 20.033%
Screech 8.306%
Other 14.984%
Teammates
Snorlax 85.016%
Forretress 51.466%
Skarmory 44.463%
Tyranitar 42.997%
Raikou 41.205%
Gengar 20.684%
Zapdos 19.544%
Alakazam 17.101%
Blissey 15.798%
Smeargle 14.984%
Cloyster 12.378%
Checks and Counters
Porygon2
Moves
Recover 94.831%
Ice Beam 83.601%
Curse 66.845%
Double-Edge 55.080%
Thunder 33.333%
Frustration 23.708%
Tri Attack 9.982%
Thunder Wave 9.091%
Return 6.239%
Other 17.291%
Teammates
Snorlax 77.005%
Blissey 48.307%
Heracross 37.433%
Starmie 36.898%
Exeggutor 31.907%
Cloyster 31.373%
Zapdos 30.481%
Gengar 30.303%
Marowak 21.925%
Forretress 13.012%
Tyranitar 12.299%
Checks and Counters
Quagsire
Moves
Earthquake 98.162%
Belly Drum 76.654%
Hidden Power Rock 75.735%
Rest 66.912%
Return 14.706%
Ice Beam 12.684%
Surf 12.316%
Haze 6.618%
Protect 5.515%
Sleep Talk 5.331%
Toxic 5.147%
Sludge Bomb 4.228%
Other 15.993%
Teammates
Snorlax 57.537%
Tyranitar 42.831%
Miltank 36.949%
Zapdos 36.397%
Starmie 35.478%
Forretress 23.529%
Espeon 21.507%
Smeargle 21.324%
Scizor 19.669%
Heracross 18.199%
Exeggutor 11.765%
Checks and Counters
Moltres
Moves
Fire Blast 76.636%
Sunny Day 74.299%
Rest 70.794%
Sleep Talk 66.589%
Flamethrower 32.009%
Hidden Power Grass 16.121%
Toxic 12.150%
Whirlwind 8.411%
Roar 6.776%
Sky Attack 6.542%
Substitute 6.308%
Reflect 4.206%
Other 19.159%
Teammates
Snorlax 79.907%
Exeggutor 44.626%
Cloyster 40.888%
Zapdos 39.252%
Golem 27.336%
Houndoom 21.729%
Machamp 18.458%
Entei 17.290%
Steelix 14.720%
Typhlosion 12.850%
Forretress 11.682%
Checks and Counters
Typhlosion
Moves
Fire Blast 75.515%
Thunder Punch 60.052%
Dynamic Punch 53.351%
Earthquake 52.835%
Hidden Power Grass 36.082%
Flamethrower 31.959%
Sunny Day 28.351%
Toxic 11.340%
Attract 6.443%
Quick Attack 5.155%
Rest 4.897%
Sleep Talk 3.866%
Hidden Power Ice 3.608%
Roar 3.093%
Reversal 2.062%
Flame Wheel 2.062%
Other 19.330%
Teammates
Machamp 42.010%
Steelix 34.021%
Marowak 30.155%
Electabuzz 28.608%
Starmie 26.546%
Snorlax 21.134%
Tyranitar 19.072%
Ampharos 14.175%
Moltres 14.175%
Entei 13.660%
Houndoom 13.402%
Checks and Counters
Aerodactyl
Moves
Earthquake 91.579%
Ancient Power 55.263%
Hidden Power Rock 42.105%
Fire Blast 35.000%
Whirlwind 31.579%
Wing Attack 25.000%
Double-Edge 22.105%
Substitute 17.632%
Sky Attack 14.737%
Hidden Power Flying 9.737%
Reflect 7.895%
Hyper Beam 7.632%
Rest 7.105%
Toxic 6.579%
Curse 5.526%
Steel Wing 3.421%
Other 17.105%
Teammates
Scizor 35.000%
Snorlax 31.053%
Dragonite 29.211%
Gengar 29.211%
Exeggutor 18.421%
Smeargle 18.158%
Machamp 15.000%
Alakazam 13.158%
Zapdos 12.368%
Espeon 11.842%
Arcanine 11.316%
Checks and Counters
Blastoise
Moves
Surf 89.385%
Rapid Spin 62.849%
Haze 57.263%
Rest 44.972%
Earthquake 34.637%
Ice Beam 31.006%
Hydro Pump 11.173%
Zap Cannon 10.894%
Blizzard 8.101%
Rain Dance 7.263%
Toxic 6.145%
Whirlpool 4.749%
Mirror Coat 4.469%
Double-Edge 3.631%
Roar 3.631%
Other 19.832%
Teammates
Tyranitar 41.061%
Heracross 39.106%
Forretress 38.827%
Blissey 27.933%
Snorlax 19.832%
Charizard 16.760%
Scizor 15.922%
Electabuzz 15.642%
Venusaur 15.363%
Skarmory 13.966%
Porygon2 12.570%
Checks and Counters
Piloswine
Moves
Earthquake 99.677%
Rest 71.290%
Ice Beam 70.645%
Sleep Talk 65.161%
Blizzard 26.452%
Curse 19.355%
Roar 17.097%
Ancient Power 10.323%
Toxic 8.710%
Other 11.290%
Teammates
Snorlax 64.194%
Tyranitar 39.032%
Starmie 34.839%
Skarmory 34.516%
Jolteon 34.194%
Tentacruel 19.355%
Zapdos 18.065%
Exeggutor 17.742%
Forretress 15.484%
Arcanine 13.548%
Electabuzz 11.613%
Checks and Counters
Meganium
Moves
Leech Seed 62.783%
Synthesis 56.958%
Reflect 40.453%
Giga Drain 39.159%
Razor Leaf 32.039%
Body Slam 28.803%
Hidden Power Fire 20.388%
Earthquake 19.741%
Toxic 15.534%
Swords Dance 14.239%
Light Screen 11.003%
Ancient Power 10.680%
Rest 9.385%
Sleep Talk 7.120%
Protect 6.472%
Solar Beam 4.207%
Hidden Power Ice 3.236%
Other 17.799%
Teammates
Snorlax 36.246%
Cloyster 18.770%
Steelix 18.123%
Houndoom 17.476%
Zapdos 16.828%
Tyranitar 16.181%
Blissey 14.239%
Forretress 14.239%
Golem 13.269%
Espeon 12.945%
Heracross 11.974%
Checks and Counters
Venusaur
Moves
Leech Seed 71.533%
Giga Drain 56.204%
Sleep Powder 52.190%
Synthesis 43.796%
Razor Leaf 31.752%
Toxic 29.562%
Solar Beam 15.328%
Roar 14.599%
Protect 12.774%
Growth 11.679%
Sunny Day 9.854%
Body Slam 9.489%
Hidden Power Ice 8.394%
Hidden Power Fire 7.664%
Swords Dance 6.204%
Other 18.978%
Teammates
Snorlax 51.825%
Charizard 29.197%
Forretress 21.168%
Blastoise 20.073%
Machamp 18.613%
Alakazam 18.248%
Tyranitar 17.153%
Pikachu 15.328%
Golem 15.328%
Espeon 13.504%
Blissey 13.139%
Checks and Counters
Kangaskhan
Moves
Body Slam 87.451%
Earthquake 87.059%
Attract 55.686%
Rest 35.686%
Substitute 26.275%
Sleep Talk 25.098%
Reversal 25.098%
Roar 12.157%
Curse 10.980%
Double-Edge 8.235%
Return 5.098%
Frustration 3.922%
Other 17.255%
Teammates
Snorlax 70.196%
Dragonite 49.412%
Kingdra 38.039%
Misdreavus 27.059%
Heracross 25.882%
Tyranitar 22.353%
Exeggutor 18.824%
Alakazam 12.157%
Cloyster 11.765%
Miltank 11.765%
Marowak 11.765%
Checks and Counters
Electabuzz
Moves
Ice Punch 90.800%
Cross Chop 88.800%
Thunder 54.800%
Thunderbolt 44.400%
Hidden Power Grass 40.400%
Psychic 24.400%
Fire Punch 18.800%
Meditate 8.000%
Reflect 4.800%
Rest 4.400%
Barrier 4.400%
Other 16.000%
Teammates
Machamp 46.000%
Typhlosion 44.400%
Starmie 42.800%
Marowak 41.600%
Steelix 40.000%
Blastoise 22.400%
Victreebel 20.400%
Tyranitar 18.800%
Skarmory 16.000%
Scizor 15.200%
Piloswine 14.400%
Checks and Counters
Ampharos
Magnet 6.148%
Moves
Fire Punch 60.246%
Thunderbolt 52.459%
Thunder Wave 51.639%
Dynamic Punch 49.180%
Thunder 47.951%
Hidden Power Ice 19.672%
Rest 18.852%
Light Screen 18.443%
Hidden Power Grass 18.033%
Sleep Talk 15.164%
Body Slam 8.197%
Thunder Punch 6.557%
Curse 6.148%
Iron Tail 5.328%
Reflect 4.508%
Other 17.623%
Teammates
Snorlax 43.443%
Nidoking 32.377%
Marowak 25.410%
Tyranitar 22.951%
Typhlosion 22.541%
Exeggutor 22.541%
Vaporeon 20.902%
Miltank 17.213%
Umbreon 15.984%
Crobat 15.164%
Skarmory 13.525%
Checks and Counters
Tauros
Moves
Earthquake 94.709%
Double-Edge 62.963%
Rest 50.265%
Sleep Talk 47.619%
Body Slam 37.037%
Fire Blast 16.931%
Hyper Beam 12.698%
Substitute 12.698%
Blizzard 11.111%
Thunderbolt 8.466%
Pursuit 6.878%
Return 5.291%
Surf 4.762%
Thunder 4.762%
Curse 3.704%
Rage 3.704%
Other 16.402%
Teammates
Snorlax 59.259%
Nidoking 41.799%
Tyranitar 41.270%
Starmie 33.333%
Machamp 23.810%
Gengar 21.164%
Exeggutor 20.106%
Scizor 19.048%
Jolteon 15.344%
Alakazam 12.169%
