Tyranitar
Moves
Rock Slide 72.112%
Seismic Toss 50.774%
Thunder Wave 29.907%
Thunderbolt 29.566%
Toxic 29.487%
Wish 18.814%
Calm Mind 18.456%
Aromatherapy 16.800%
Fire Blast 9.163%
Counter 8.107%
Other 19.358%
Teammates
Tyranitar 55.857%
Skarmory 55.648%
Swampert 40.800%
Gengar 35.305%
Salamence 24.194%
Starmie 23.829%
Dugtrio 19.408%
Zapdos 19.180%
Metagross 18.855%
Forretress 18.827%
Claydol 17.547%
Checks and Counters
Zapdos
Moves
Thunderbolt 96.735%
Hidden Power Grass 53.000%
Baton Pass 48.098%
Roar 34.764%
Thunder Wave 34.366%
Hidden Power Ice 27.967%
Toxic 23.077%
Substitute 20.618%
Rest 15.243%
Agility 12.535%
Drill Peck 10.271%
Protect 7.690%
Other 15.634%
Teammates
Tyranitar 47.903%
Swampert 42.683%
Metagross 37.129%
Skarmory 26.429%
Dugtrio 26.207%
Celebi 23.504%
Gengar 22.794%
Suicune 21.332%
Blissey 19.596%
Aerodactyl 18.064%
Snorlax 17.894%
Checks and Counters
Snorlax
Moves
Shadow Ball 77.941%
Body Slam 67.726%
Self-Destruct 60.809%
Earthquake 47.703%
Curse 42.837%
Rest 26.294%
Focus Punch 22.509%
Return 18.009%
Counter 6.784%
Brick Break 5.371%
Sleep Talk 4.028%
Other 19.989%
Teammates
Metagross 56.327%
Salamence 43.473%
Magneton 41.369%
Suicune 37.799%
Tyranitar 23.532%
Zapdos 19.853%
Swampert 19.384%
Claydol 15.295%
Medicham 13.982%
Celebi 13.950%
Dugtrio 13.030%
Checks and Counters
Celebi
Moves
Leech Seed 69.997%
Psychic 53.341%
Giga Drain 47.810%
Baton Pass 46.544%
Recover 39.956%
Hidden Power Fire 38.893%
Calm Mind 38.598%
Hidden Power Grass 18.636%
Swords Dance 11.767%
Substitute 7.682%
Heal Bell 7.445%
Other 19.333%
Teammates
Tyranitar 41.988%
Metagross 36.339%
Swampert 33.850%
Salamence 28.588%
Skarmory 28.204%
Zapdos 26.653%
Magneton 25.164%
Dugtrio 22.066%
Starmie 20.676%
Aerodactyl 20.470%
Suicune 19.146%
Checks and Counters
Suicune
Moves
Calm Mind 98.430%
Surf 78.174%
Rest 62.840%
Ice Beam 56.141%
Roar 39.956%
Hydro Pump 21.261%
Sleep Talk 15.725%
Substitute 12.902%
Other 14.570%
Teammates
Metagross 47.994%
Snorlax 40.396%
Salamence 36.738%
Magneton 31.902%
Dugtrio 28.041%
Zapdos 25.294%
Claydol 22.363%
Celebi 20.019%
Tyranitar 18.322%
Blissey 17.009%
Skarmory 15.647%
Checks and Counters
Magneton
Moves
Thunderbolt 98.174%
Hidden Power Fire 63.481%
Toxic 56.630%
Thunder Wave 46.792%
Hidden Power Grass 29.567%
Protect 27.713%
Rain Dance 23.583%
Substitute 21.214%
Endure 11.676%
Hidden Power Ice 5.063%
Other 16.107%
Teammates
Metagross 47.456%
Snorlax 45.000%
Salamence 42.867%
Suicune 32.471%
Celebi 26.781%
Tyranitar 26.389%
Swampert 19.210%
Medicham 15.752%
Heracross 15.663%
Aerodactyl 15.427%
Dugtrio 14.098%
Checks and Counters
Dugtrio
Moves
Earthquake 99.808%
Hidden Power Bug 90.819%
Aerial Ace 84.914%
Rock Slide 69.178%
Beat Up 21.594%
Sunny Day 5.986%
Sludge Bomb 4.833%
Substitute 4.270%
Other 18.597%
Teammates
Zapdos 34.991%
Suicune 31.576%
Tyranitar 26.834%
Blissey 26.475%
Celebi 25.982%
Metagross 25.213%
Gengar 23.351%
Skarmory 22.547%
Swampert 20.418%
Claydol 18.940%
Starmie 17.684%
Checks and Counters
Starmie
Moves
Rapid Spin 75.702%
Ice Beam 66.285%
Thunderbolt 60.735%
Hydro Pump 49.006%
Surf 48.364%
Recover 41.683%
Psychic 24.521%
Thunder Wave 24.203%
Teammates
Tyranitar 55.529%
Skarmory 45.979%
Metagross 38.284%
Blissey 34.757%
Swampert 31.946%
Gengar 31.620%
Celebi 26.031%
Salamence 23.715%
Dugtrio 18.909%
Zapdos 18.693%
Snorlax 12.352%
Checks and Counters
Aerodactyl
Moves
Earthquake 98.514%
Rock Slide 97.375%
Double-Edge 89.629%
Hidden Power Flying 46.994%
Hidden Power Bug 35.496%
Substitute 13.832%
Other 18.159%
Teammates
Tyranitar 65.292%
Swampert 46.496%
Skarmory 38.996%
Metagross 30.817%
Gengar 26.917%
Zapdos 25.851%
Celebi 25.834%
Blissey 20.630%
Salamence 20.182%
Magneton 18.293%
Forretress 13.858%
Checks and Counters
Jirachi
Moves
Fire Punch 65.322%
Calm Mind 50.864%
Wish 50.208%
Protect 36.012%
Psychic 33.920%
Body Slam 30.865%
Ice Punch 26.763%
Hidden Power Grass 22.892%
Thunderbolt 21.743%
Substitute 16.390%
Toxic 13.867%
Thunder 9.325%
Hidden Power Fighting 5.018%
Other 16.809%
Teammates
Tyranitar 50.948%
Skarmory 29.385%
Salamence 28.546%
Zapdos 28.311%
Celebi 25.423%
Swampert 23.640%
Blissey 23.389%
Dugtrio 22.668%
Suicune 21.001%
Gengar 19.778%
Forretress 15.344%
Checks and Counters
Claydol
Moves
Rapid Spin 95.441%
Earthquake 85.565%
Explosion 78.507%
Psychic 73.530%
Refresh 13.953%
Shadow Ball 12.406%
Ice Beam 9.367%
Rock Slide 6.927%
Rest 6.083%
Other 18.221%
Teammates
Skarmory 41.989%
Suicune 36.391%
Blissey 34.591%
Metagross 34.461%
Tyranitar 29.775%
Dugtrio 27.371%
Snorlax 26.600%
Salamence 25.374%
Magneton 18.273%
Milotic 17.972%
Gengar 16.553%
Checks and Counters
Forretress
Moves
Spikes 98.568%
Rapid Spin 92.700%
Explosion 66.643%
Earthquake 61.132%
Hidden Power Bug 31.568%
Zap Cannon 13.317%
Hidden Power Ghost 8.738%
Counter 7.610%
Other 19.724%
Teammates
Tyranitar 55.190%
Blissey 47.483%
Swampert 39.352%
Salamence 31.862%
Gengar 25.883%
Aerodactyl 23.905%
Zapdos 23.636%
Jirachi 19.570%
Dugtrio 17.544%
Celebi 15.145%
Suicune 14.774%
Checks and Counters
Jolteon
Moves
Thunderbolt 97.712%
Baton Pass 76.926%
Hidden Power Ice 46.245%
Hidden Power Grass 43.962%
Thunder Wave 42.021%
Substitute 35.793%
Roar 29.498%
Toxic 6.589%
Wish 5.747%
Other 15.508%
Teammates
Tyranitar 46.095%
Gengar 44.348%
Metagross 42.050%
Skarmory 33.184%
Starmie 25.336%
Swampert 23.462%
Salamence 23.101%
Suicune 17.796%
Dugtrio 15.089%
Celebi 11.812%
Zapdos 11.536%
Checks and Counters
Heracross
Moves
Megahorn 97.034%
Rock Slide 74.376%
Swords Dance 59.247%
Substitute 42.243%
Brick Break 41.274%
Focus Punch 22.161%
Reversal 14.939%
Hidden Power Ghost 14.131%
Endure 9.546%
Earthquake 7.484%
Other 17.566%
Teammates
Metagross 45.183%
Magneton 40.568%
Snorlax 33.031%
Salamence 30.427%
Suicune 29.483%
Zapdos 20.721%
Swampert 17.635%
Dugtrio 17.309%
Celebi 16.953%
Tyranitar 16.883%
Starmie 13.048%
Checks and Counters
Charizard
Moves
Fire Blast 69.885%
Hidden Power Grass 62.854%
Substitute 49.431%
Focus Punch 45.844%
Beat Up 28.388%
Dragon Claw 27.928%
Flamethrower 23.852%
Hidden Power Ice 14.428%
Toxic 9.817%
Belly Drum 8.824%
Overheat 8.503%
Brick Break 8.126%
Hidden Power Flying 7.658%
Sunny Day 7.177%
Earthquake 7.009%
Rock Slide 4.041%
Other 16.238%
Teammates
Metagross 44.950%
Tyranitar 41.885%
Swampert 34.934%
Gengar 28.140%
Snorlax 25.147%
Zapdos 24.165%
Skarmory 21.365%
Celebi 21.219%
Blissey 18.309%
Suicune 13.979%
Salamence 12.780%
Checks and Counters
Medicham
Moves
Shadow Ball 95.734%
Brick Break 86.827%
Focus Punch 70.095%
Rock Slide 69.793%
Substitute 21.405%
Bulk Up 10.362%
Fake Out 9.169%
Reversal 8.608%
Baton Pass 7.395%
Endure 4.553%
Other 16.057%
Teammates
Metagross 51.854%
Salamence 45.680%
Magneton 45.284%
Snorlax 43.724%
Suicune 41.486%
Tyranitar 20.986%
Zapdos 15.425%
Swampert 15.064%
Gengar 14.295%
Blissey 13.307%
Celebi 12.916%
Checks and Counters
Gyarados
Moves
Earthquake 91.490%
Dragon Dance 87.137%
Hidden Power Flying 64.361%
Double-Edge 33.032%
Taunt 29.553%
Thunder Wave 22.681%
Hidden Power Rock 17.792%
Hidden Power Ghost 10.131%
Rest 7.122%
Roar 6.777%
Substitute 4.028%
Hydro Pump 2.703%
Body Slam 2.607%
Flail 2.479%
Other 18.107%
Teammates
Metagross 46.296%
Magneton 42.005%
Snorlax 30.415%
Salamence 29.234%
Tyranitar 29.067%
Celebi 28.508%
Gengar 14.106%
Blissey 12.452%
Jolteon 12.222%
Zapdos 11.666%
Swampert 11.341%
Checks and Counters
Flygon
Moves
Earthquake 98.543%
Rock Slide 82.857%
Toxic 50.569%
Protect 46.689%
Hidden Power Bug 38.379%
Substitute 19.841%
Fire Blast 12.778%
Gust 7.307%
Dragon Claw 5.757%
Flamethrower 5.726%
Quick Attack 4.348%
Body Slam 3.626%
Giga Drain 2.918%
Endure 2.402%
Other 18.263%
Teammates
Tyranitar 52.748%
Skarmory 52.112%
Gengar 37.952%
Zapdos 30.605%
Jirachi 24.209%
Blissey 23.212%
Moltres 21.538%
Aerodactyl 19.012%
Metagross 18.565%
Magneton 16.665%
Celebi 12.293%
Checks and Counters
Breloom
Moves
Spore 97.199%
Focus Punch 78.347%
Mach Punch 49.046%
Substitute 33.742%
Sky Uppercut 30.121%
Hidden Power Ghost 27.477%
Leech Seed 20.155%
Brick Break 17.868%
Swords Dance 12.227%
Stun Spore 9.364%
Hidden Power Rock 4.948%
Other 19.506%
Teammates
Metagross 40.327%
Tyranitar 34.303%
Zapdos 33.038%
Snorlax 30.883%
Suicune 21.930%
Salamence 21.923%
Swampert 21.734%
Magneton 19.706%
Blissey 13.704%
Charizard 13.124%
Aerodactyl 12.887%
Checks and Counters
Moltres
Moves
Hidden Power Grass 87.917%
Will-O-Wisp 81.104%
Flamethrower 80.577%
Roar 51.261%
Overheat 24.708%
Protect 17.204%
Fire Blast 15.650%
Sunny Day 7.410%
Rest 6.727%
Substitute 6.021%
Toxic 5.162%
Other 16.259%
Teammates
Tyranitar 54.615%
Skarmory 49.767%
Swampert 43.667%
Gengar 41.112%
Blissey 35.786%
Flygon 23.408%
Jirachi 19.045%
Zapdos 16.793%
Celebi 16.674%
Metagross 13.125%
Forretress 11.022%
Checks and Counters
Milotic
Moves
Recover 96.114%
Surf 93.568%
Toxic 69.543%
Refresh 66.588%
Ice Beam 37.876%
Hypnosis 10.413%
Mirror Coat 8.232%
Other 17.667%
Teammates
Claydol 44.595%
Blissey 39.601%
Skarmory 37.774%
Tyranitar 37.051%
Dugtrio 34.296%
Metagross 27.097%
Magneton 24.987%
Celebi 24.083%
Salamence 18.555%
Snorlax 16.201%
Gengar 12.582%
Checks and Counters
Raikou
Moves
Thunderbolt 98.649%
Calm Mind 94.348%
Hidden Power Grass 67.389%
Substitute 57.113%
Crunch 31.025%
Hidden Power Ice 28.804%
Roar 12.156%
Other 10.516%
Teammates
Dugtrio 38.816%
Metagross 38.733%
Suicune 37.597%
Salamence 35.992%
Celebi 22.711%
Swampert 21.835%
Tyranitar 21.556%
Porygon2 20.122%
Jirachi 19.232%
Snorlax 18.277%
Claydol 16.932%
Checks and Counters
Marowak
Moves
Earthquake 75.206%
Rock Slide 70.443%
Swords Dance 68.911%
Double-Edge 54.592%
Focus Punch 28.249%
Hidden Power Bug 26.337%
Bonemerang 25.793%
Hidden Power Ghost 14.389%
Hidden Power Rock 10.860%
Ancient Power 6.711%
Other 18.510%
Teammates
Ninjask 39.439%
Magneton 39.028%
Zapdos 30.881%
Snorlax 28.655%
Suicune 27.891%
Metagross 26.562%
Salamence 23.364%
Celebi 18.270%
Jirachi 18.099%
Starmie 15.697%
Smeargle 13.145%
Checks and Counters
Kingdra
Moves
Rain Dance 96.464%
Ice Beam 94.811%
Surf 61.708%
Hydro Pump 41.013%
Hidden Power Grass 33.968%
Hidden Power Electric 29.797%
Substitute 21.708%
Toxic 4.745%
Other 15.785%
Teammates
Dugtrio 50.876%
Zapdos 38.982%
Metagross 28.966%
Heracross 26.141%
Ludicolo 25.796%
Celebi 18.517%
Suicune 17.389%
Gengar 17.334%
Snorlax 14.466%
Qwilfish 11.823%
Jirachi 11.527%
Checks and Counters
Hariyama
Moves
Knock Off 76.863%
Brick Break 63.340%
Rock Slide 45.918%
Focus Punch 36.352%
Hidden Power Bug 31.921%
Whirlwind 29.969%
Cross Chop 27.579%
Hidden Power Ghost 27.420%
Rest 13.695%
Bulk Up 6.401%
Belly Drum 6.105%
Sleep Talk 5.590%
Fake Out 4.431%
Counter 3.011%
Toxic 2.526%
Other 18.877%
Teammates
Starmie 39.269%
Tyranitar 39.133%
Blissey 35.897%
Salamence 35.341%
Celebi 31.572%
Jirachi 28.307%
Metagross 24.769%
Skarmory 24.101%
Zapdos 22.332%
Claydol 20.599%
Forretress 14.458%
Checks and Counters
Smeargle
Moves
Spore 98.412%
Spikes 64.901%
Explosion 42.969%
Baton Pass 38.708%
Dragon Dance 23.190%
Substitute 21.925%
Taunt 14.241%
Thunder Wave 11.610%
Will-O-Wisp 9.752%
Destiny Bond 9.182%
Whirlwind 8.487%
Encore 8.122%
Rapid Spin 5.005%
Endure 4.939%
Belly Drum 4.729%
Transform 4.088%
Leech Seed 3.087%
Roar 3.075%
Knock Off 2.415%
Memento 2.344%
Other 18.820%
Teammates
Metagross 45.529%
Tyranitar 42.861%
Gengar 35.681%
Aerodactyl 34.812%
Swampert 26.229%
Snorlax 24.934%
Salamence 22.021%
Zapdos 17.598%
Vaporeon 16.507%
Suicune 15.997%
Celebi 15.728%
Checks and Counters
Regice
Moves
Ice Beam 99.255%
Thunderbolt 89.434%
Explosion 78.800%
Thunder Wave 71.200%
Hidden Power Fire 10.107%
Rest 9.331%
Psych Up 7.166%
Toxic 5.516%
Rain Dance 4.479%
Hidden Power Grass 4.399%
Thunder 3.859%
Other 16.454%
Teammates
Metagross 52.215%
Suicune 31.542%
Gengar 31.040%
Dugtrio 27.838%
Skarmory 25.791%
Claydol 22.906%
Tyranitar 21.535%
Salamence 21.349%
Starmie 17.781%
Zapdos 17.757%
Swampert 17.043%
Checks and Counters
Cloyster
Moves
Spikes 97.085%
Explosion 91.000%
Surf 78.967%
Rapid Spin 70.618%
Ice Beam 44.405%
Other 17.926%
Teammates
Metagross 45.410%
Tyranitar 41.378%
Gengar 41.124%
Swampert 23.905%
Zapdos 23.012%
Jolteon 21.114%
Salamence 20.457%
Snorlax 19.539%
Magneton 19.247%
Blissey 16.791%
Aerodactyl 16.059%
Checks and Counters
Ninjask
Moves
Baton Pass 91.105%
Substitute 90.813%
Protect 75.588%
Silver Wind 37.770%
Toxic 31.091%
Hidden Power Rock 14.078%
Sand Attack 12.922%
Shadow Ball 10.066%
Hidden Power Flying 6.718%
Aerial Ace 6.513%
Hidden Power Bug 6.331%
Other 17.006%
Teammates
Magneton 60.418%
Marowak 58.455%
Suicune 33.758%
Metagross 19.308%
Snorlax 19.300%
Heracross 18.145%
Breloom 17.536%
Celebi 14.845%
Blissey 13.722%
Jirachi 13.136%
Medicham 11.712%
Checks and Counters
Blaziken
Moves
Fire Blast 61.841%
Sky Uppercut 50.049%
Hidden Power Grass 31.522%
Thunder Punch 29.957%
Substitute 26.268%
Hidden Power Ice 25.329%
Reversal 24.794%
Overheat 21.154%
Rock Slide 20.100%
Focus Punch 19.269%
Swords Dance 18.635%
Brick Break 17.564%
Endure 16.214%
Flamethrower 8.737%
Earthquake 4.562%
Other 18.964%
Teammates
Metagross 31.884%
Zapdos 24.967%
Salamence 24.860%
Snorlax 24.481%
Swampert 22.266%
Tyranitar 21.591%
Gengar 18.989%
Celebi 18.503%
Dugtrio 16.963%
Suicune 16.181%
Skarmory 15.044%
Checks and Counters
Regirock
Moves
Explosion 89.857%
Rock Slide 66.974%
Thunder Wave 58.732%
Earthquake 45.967%
Superpower 41.905%
Hidden Power Rock 23.620%
Counter 18.033%
Focus Punch 15.738%
Hidden Power Bug 8.317%
Curse 7.312%
Ancient Power 6.935%
Other 16.609%
Teammates
Snorlax 43.555%
Metagross 42.918%
Magneton 32.155%
Suicune 26.158%
Salamence 21.995%
Tyranitar 19.650%
Zapdos 19.583%
Celebi 18.033%
Claydol 15.487%
Aerodactyl 14.968%
Jirachi 12.840%
Checks and Counters
Porygon2
Moves
Recover 98.351%
Ice Beam 94.649%
Thunderbolt 76.123%
Thunder Wave 59.746%
Toxic 31.184%
Hidden Power Fighting 11.789%
Hidden Power Grass 5.018%
Hidden Power Fire 2.711%
Thunder 2.018%
Other 18.412%
Teammates
Celebi 51.991%
Jirachi 36.947%
Dugtrio 36.465%
Raikou 36.070%
Suicune 29.702%
Metagross 25.298%
Magneton 24.632%
Tyranitar 19.561%
Swampert 18.807%
Zapdos 15.842%
Salamence 13.614%
Checks and Counters
Ludicolo
Moves
Rain Dance 86.228%
Ice Beam 75.328%
Surf 60.502%
Leech Seed 57.586%
Hydro Pump 34.474%
Giga Drain 29.679%
Metronome 15.128%
Hidden Power Grass 12.230%
Toxic 5.760%
Substitute 5.424%
Other 17.662%
Teammates
Kingdra 41.767%
Dugtrio 30.769%
Metagross 28.492%
Zapdos 19.957%
Heracross 17.591%
Kabutops 16.661%
Qwilfish 16.351%
Pikachu 15.739%
Salamence 14.729%
Snorlax 14.622%
Wailord 14.596%
Checks and Counters
Registeel
Moves
Explosion 74.747%
Thunder Wave 73.060%
Seismic Toss 72.085%
Counter 39.949%
Superpower 21.123%
Rest 18.853%
Curse 18.561%
Earthquake 14.842%
Toxic 11.387%
Protect 6.436%
Hidden Power Steel 5.634%
Rock Slide 5.133%
Amnesia 4.987%
Rollout 4.823%
Sleep Talk 4.330%
Hidden Power Rock 2.708%
Ice Punch 2.215%
Other 19.127%
Teammates
Tyranitar 51.782%
Salamence 38.983%
Metagross 25.599%
Swampert 24.168%
Skarmory 23.794%
Aerodactyl 20.749%
Starmie 19.792%
Claydol 19.473%
Charizard 17.759%
Suicune 17.477%
Raikou 16.401%
Checks and Counters
Houndoom
Moves
Pursuit 88.505%
Fire Blast 65.809%
Crunch 57.273%
Will-O-Wisp 50.406%
Hidden Power Grass 34.541%
Flamethrower 30.964%
Beat Up 14.086%
Sunny Day 13.708%
Hidden Power Ice 10.518%
Roar 5.725%
Solar Beam 5.725%
Overheat 4.065%
Other 18.676%
Teammates
Snorlax 39.897%
Metagross 33.628%
Magneton 25.166%
Salamence 23.885%
Swampert 20.972%
Forretress 19.819%
Zapdos 17.570%
Claydol 16.787%
Gengar 16.436%
Celebi 15.192%
Heracross 14.924%
Checks and Counters
Alakazam
Moves
Psychic 94.997%
Fire Punch 63.201%
Calm Mind 57.135%
Encore 25.358%
Ice Punch 25.301%
Hidden Power Grass 25.292%
Trick 18.523%
Thunder Punch 17.611%
Knock Off 14.345%
Thunder Wave 8.564%
Substitute 7.662%
Recover 6.817%
Hidden Power Water 5.649%
Taunt 4.700%
Protect 4.652%
Shadow Ball 4.557%
Other 15.637%
Teammates
Gengar 27.865%
Tyranitar 27.086%
Swampert 25.947%
Dugtrio 24.172%
Metagross 22.520%
Snorlax 20.896%
Salamence 20.241%
Celebi 19.140%
Suicune 18.105%
Forretress 18.077%
Zapdos 17.127%
Checks and Counters
Vaporeon
Moves
Baton Pass 71.478%
Substitute 62.568%
Ice Beam 56.523%
Hydro Pump 48.784%
Surf 47.416%
Wish 38.279%
Roar 27.114%
Protect 16.865%
Toxic 11.066%
Other 19.907%
Teammates
Metagross 44.866%
Tyranitar 30.255%
Smeargle 27.114%
Gengar 25.618%
Salamence 21.040%
Snorlax 20.616%
Aerodactyl 20.193%
Celebi 19.504%
Dugtrio 18.893%
Zapdos 18.893%
Marowak 17.348%
Checks and Counters
Umbreon
Moves
Wish 84.375%
Toxic 65.397%
Protect 63.773%
Pursuit 57.688%
Baton Pass 45.871%
Taunt 13.173%
Curse 13.069%
Substitute 9.447%
Moonlight 7.802%
Mean Look 5.774%
Charm 4.905%
Psych Up 3.611%
Sand Attack 2.970%
Rest 2.918%
Other 19.226%
Teammates
Forretress 28.725%
Blissey 23.293%
Magneton 22.868%
Swampert 22.682%
Gengar 17.488%
Skarmory 16.908%
Snorlax 16.401%
Celebi 16.236%
Zapdos 15.966%
Tyranitar 15.025%
Dugtrio 14.735%
Checks and Counters
Slaking
Moves
Earthquake 92.917%
Shadow Ball 85.292%
Focus Punch 62.580%
Return 50.200%
Double-Edge 38.254%
Hyper Beam 19.225%
Brick Break 14.502%
Rock Slide 7.062%
Slack Off 5.448%
Encore 5.199%
Other 19.322%
Teammates
Magneton 40.171%
Metagross 34.041%
Snorlax 27.900%
Blissey 27.737%
Celebi 21.347%
Salamence 19.853%
Gengar 17.015%
Skarmory 15.997%
Swampert 15.564%
Charizard 14.773%
Sceptile 14.232%
Checks and Counters
Dusclops
Moves
Will-O-Wisp 87.549%
Pain Split 60.685%
Shadow Ball 48.269%
Rest 39.175%
Curse 25.180%
Seismic Toss 17.003%
Focus Punch 16.643%
Night Shade 13.937%
Protect 13.182%
Imprison 11.626%
Mean Look 11.301%
Substitute 7.700%
Toxic 7.201%
Sleep Talk 6.748%
Ice Beam 4.774%
Calm Mind 4.216%
Snatch 3.194%
Thief 2.369%
Other 19.245%
Teammates
Skarmory 40.314%
Blissey 36.411%
Suicune 27.607%
Claydol 26.365%
Dugtrio 23.310%
Salamence 18.873%
Forretress 16.922%
Zapdos 16.702%
Tyranitar 15.319%
Celebi 13.937%
Swampert 13.171%
Checks and Counters
Sceptile
Moves
Leaf Blade 92.495%
Hidden Power Ice 53.295%
Substitute 48.663%
Leech Seed 39.986%
Thunder Punch 36.398%
Pursuit 20.427%
Dragon Claw 19.172%
Hidden Power Fire 16.921%
Crunch 15.795%
Endeavor 12.887%
Giga Drain 7.200%
Focus Punch 6.297%
Protect 3.623%
Endure 3.553%
Brick Break 3.201%
Swords Dance 2.838%
Other 17.249%
Teammates
Metagross 35.178%
Snorlax 28.354%
Swampert 22.280%
Magneton 21.517%
Charizard 21.377%
Salamence 17.507%
Tyranitar 16.651%
Slaking 15.408%
Dugtrio 15.220%
Donphan 14.576%
Gengar 13.063%
Checks and Counters
Machamp
Moves
Rock Slide 83.664%
Cross Chop 72.885%
Bulk Up 49.696%
Hidden Power Ghost 42.829%
Hidden Power Bug 36.818%
Focus Punch 22.179%
Encore 16.673%
Earthquake 12.890%
Brick Break 12.553%
Sleep Talk 9.250%
Rest 7.410%
Low Kick 7.281%
Facade 3.627%
Substitute 3.304%
Other 18.940%
Teammates
Zapdos 34.292%
Snorlax 27.918%
Metagross 27.789%
Salamence 25.832%
Starmie 22.723%
Tyranitar 22.438%
Suicune 14.859%
Jirachi 13.862%
Magneton 12.955%
Marowak 12.268%
Gengar 12.204%
Checks and Counters
Venusaur
Moves
Leech Seed 83.922%
Sleep Powder 81.645%
Giga Drain 62.579%
Sludge Bomb 40.693%
Hidden Power Fire 31.458%
Toxic 12.068%
Earthquake 11.758%
Roar 11.124%
Hidden Power Ice 10.982%
Synthesis 8.847%
Razor Leaf 8.110%
Swords Dance 7.683%
Protect 7.554%
Substitute 6.170%
Other 15.406%
Teammates
Tyranitar 35.675%
Snorlax 27.823%
Swampert 24.809%
Metagross 19.208%
Zapdos 18.018%
Gengar 17.630%
Skarmory 16.453%
Charizard 16.324%
Magneton 15.276%
Aerodactyl 14.500%
Salamence 14.060%
Checks and Counters
Jynx
Moves
Ice Beam 98.275%
Lovely Kiss 96.214%
Substitute 54.594%
Calm Mind 52.641%
Perish Song 29.992%
Mean Look 29.426%
Psychic 15.899%
Taunt 6.346%
Other 16.613%
Teammates
Dugtrio 70.345%
Metagross 40.878%
Suicune 39.679%
Zapdos 32.242%
Celebi 23.956%
Jirachi 18.472%
Snorlax 18.337%
Heracross 17.489%
Gengar 17.179%
Starmie 17.152%
Claydol 13.096%
Checks and Counters
Weezing
Moves
Will-O-Wisp 88.011%
Sludge Bomb 69.145%
Explosion 54.520%
Pain Split 51.461%
Haze 39.133%
Fire Blast 24.113%
Flamethrower 18.989%
Thunderbolt 7.897%
Hidden Power Grass 6.864%
Shadow Ball 4.880%
Thief 4.418%
