Jynx 13.783%
Slowbro 6.623%
Checks and Counters
Jynx
Moves
Lovely Kiss 99.246%
Psychic 91.159%
Blizzard 82.804%
Rest 62.106%
Ice Beam 19.287%
Counter 17.597%
Body Slam 9.169%
Other 18.631%
Teammates
Tauros 87.036%
Chansey 70.899%
Snorlax 67.737%
Starmie 47.866%
Exeggutor 40.131%
Rhydon 28.639%
Alakazam 27.545%
Cloyster 20.041%
Zapdos 15.286%
Jolteon 13.620%
Gengar 11.808%
Checks and Counters
Cloyster
Moves
Explosion 94.989%
Clamp 94.161%
Blizzard 87.389%
Rest 53.935%
Hyper Beam 17.562%
Surf 16.328%
Ice Beam 13.995%
Toxic 8.096%
Other 13.544%
Teammates
Tauros 79.594%
Chansey 64.695%
Snorlax 54.853%
Exeggutor 53.394%
Alakazam 33.469%
Gengar 32.551%
Starmie 26.411%
Jynx 24.801%
Rhydon 21.806%
Zapdos 19.278%
Golem 11.904%
Checks and Counters
Jolteon
Moves
Thunderbolt 94.336%
Thunder Wave 90.848%
Double Kick 78.110%
Pin Missile 58.496%
Rest 23.868%
Agility 10.858%
Thunder 8.088%
Body Slam 7.593%
Reflect 5.887%
Toxic 4.675%
Other 17.240%
Teammates
Tauros 73.312%
Snorlax 58.397%
Exeggutor 57.136%
Chansey 46.599%
Starmie 37.324%
Jynx 27.702%
Alakazam 26.762%
Rhydon 24.066%
Cloyster 16.547%
Gengar 14.766%
Dragonite 7.989%
Checks and Counters
Slowbro
Moves
Amnesia 98.748%
Rest 83.915%
Surf 63.276%
Thunder Wave 59.680%
Psychic 47.190%
Reflect 20.293%
Blizzard 13.342%
Other 13.555%
Teammates
Tauros 64.927%
Chansey 58.935%
Exeggutor 57.230%
Snorlax 50.386%
Alakazam 40.000%
Rhydon 26.205%
Gengar 21.039%
Starmie 18.162%
Hypno 16.671%
Zapdos 16.085%
Jynx 14.381%
Checks and Counters
Dragonite
Moves
Hyper Beam 80.608%
Blizzard 67.001%
Wrap 51.521%
Thunderbolt 41.391%
Body Slam 38.181%
Agility 35.941%
Thunder Wave 35.741%
Fire Blast 12.504%
Surf 12.170%
Ice Beam 9.027%
Other 15.914%
Teammates
Gengar 47.075%
Exeggutor 42.996%
Alakazam 32.531%
Tauros 31.461%
Poliwrath 29.355%
Raichu 29.054%
Snorlax 28.954%
Magmar 27.683%
Chansey 21.398%
Zapdos 14.510%
Starmie 13.908%
Checks and Counters
Golem
Moves
Earthquake 99.693%
Explosion 96.524%
Rock Slide 91.479%
Body Slam 59.782%
Substitute 22.086%
Fire Blast 7.192%
Toxic 6.953%
Other 16.292%
Teammates
Tauros 63.054%
Chansey 53.817%
Snorlax 51.534%
Exeggutor 40.252%
Starmie 31.868%
Cloyster 26.960%
Jynx 24.608%
Gengar 23.245%
Alakazam 22.324%
Slowbro 13.906%
Hypno 12.406%
Checks and Counters
Victreebel
Moves
Razor Leaf 94.897%
Wrap 83.535%
Sleep Powder 82.167%
Stun Spore 44.345%
Swords Dance 28.564%
Hyper Beam 24.250%
Substitute 17.044%
Body Slam 9.574%
Other 15.623%
Teammates
Tauros 67.386%
Chansey 47.080%
Cloyster 36.770%
Snorlax 33.930%
Rhydon 31.510%
Starmie 29.774%
Alakazam 28.301%
Jynx 27.880%
Zapdos 23.882%
Dragonite 21.673%
Gengar 16.886%
Checks and Counters
Articuno
Moves
Blizzard 92.210%
Hyper Beam 79.834%
Agility 78.453%
Ice Beam 44.862%
Double-Edge 27.901%
Reflect 26.464%
Rest 18.840%
Substitute 8.177%
Sky Attack 6.354%
Other 16.906%
Teammates
Tauros 66.740%
Snorlax 53.536%
Chansey 51.657%
Exeggutor 38.619%
Alakazam 37.238%
Gengar 36.464%
Zapdos 27.403%
Starmie 15.856%
Lapras 14.641%
Rhydon 13.757%
Jynx 13.260%
Checks and Counters
Lapras
Moves
Blizzard 85.802%
Thunderbolt 70.434%
Sing 56.403%
Confuse Ray 39.755%
Rest 34.465%
Body Slam 31.403%
Surf 23.330%
Hyper Beam 18.597%
Ice Beam 15.089%
Psychic 6.626%
Other 18.096%
Teammates
Tauros 52.951%
Snorlax 49.220%
Chansey 43.096%
Alakazam 37.918%
Exeggutor 28.229%
Rhydon 24.053%
Gengar 21.158%
Golem 19.209%
Dragonite 17.261%
Hypno 16.425%
Zapdos 16.370%
Checks and Counters
Persian
Moves
Slash 97.717%
Bubble Beam 91.630%
Thunderbolt 69.372%
Hyper Beam 62.714%
Body Slam 40.330%
Growl 11.351%
Toxic 8.180%
Other 18.706%
Teammates
Tauros 68.421%
Snorlax 61.573%
Chansey 55.358%
Exeggutor 37.159%
Gengar 25.048%
Alakazam 22.067%
Starmie 21.623%
Rhydon 17.945%
Jynx 14.711%
Dodrio 11.668%
Zapdos 9.321%
Checks and Counters
Raichu
Moves
Thunderbolt 94.929%
Surf 92.394%
Thunder Wave 91.573%
Body Slam 73.080%
Submission 11.409%
Thunder 7.308%
Seismic Toss 5.071%
Quick Attack 4.400%
Other 19.836%
Teammates
Gengar 72.260%
Exeggutor 68.084%
Dragonite 64.802%
Poliwrath 61.372%
Magmar 61.074%
Snorlax 10.365%
Alakazam 10.142%
Chansey 8.427%
Tauros 7.905%
Persian 7.159%
Starmie 6.562%
Checks and Counters
Hypno
Moves
Thunder Wave 69.968%
Psychic 69.324%
Rest 65.137%
Hypnosis 60.306%
Body Slam 29.630%
Meditate 27.134%
Reflect 26.892%
Seismic Toss 24.316%
Headbutt 8.213%
Other 19.082%
Teammates
Slowbro 50.403%
Tauros 49.517%
Exeggutor 45.974%
Chansey 34.461%
Snorlax 33.897%
Alakazam 31.804%
Golem 29.308%
Lapras 23.752%
Sandslash 14.895%
Starmie 14.010%
Gengar 12.802%
Checks and Counters
Venusaur
Moves
Razor Leaf 83.120%
Sleep Powder 72.208%
Swords Dance 55.243%
Hyper Beam 49.872%
Body Slam 28.645%
Leech Seed 26.684%
Toxic 21.824%
Solar Beam 13.299%
Growth 13.214%
Mega Drain 10.571%
Substitute 6.991%
Other 18.329%
Teammates
Snorlax 52.771%
Tauros 46.547%
Chansey 41.262%
Alakazam 36.147%
Starmie 22.165%
Gengar 21.569%
Charizard 20.290%
Zapdos 18.841%
Dragonite 18.329%
Rhydon 15.516%
Jolteon 11.765%
Checks and Counters
Charizard
Moves
Earthquake 83.543%
Fire Blast 66.079%
Swords Dance 59.278%
Hyper Beam 47.103%
Flamethrower 34.593%
Slash 24.097%
Fire Spin 23.258%
Body Slam 15.953%
Seismic Toss 9.740%
Counter 7.893%
Dragon Rage 5.038%
Toxic 4.198%
Other 19.228%
Teammates
Snorlax 58.606%
Alakazam 42.653%
Tauros 41.814%
Gengar 39.966%
Exeggutor 35.097%
Chansey 22.082%
Venusaur 19.983%
Rhydon 19.647%
Jolteon 16.961%
Dragonite 14.526%
Lapras 12.091%
Checks and Counters
Poliwrath
Moves
Amnesia 94.108%
Blizzard 87.037%
Hypnosis 84.596%
Psychic 70.202%
Submission 16.835%
Hydro Pump 15.572%
Surf 9.933%
Counter 7.997%
Other 13.721%
Teammates
Exeggutor 79.377%
Gengar 75.253%
Dragonite 73.906%
Magmar 69.276%
Raichu 69.276%
Tauros 10.101%
Alakazam 9.091%
Starmie 8.754%
Rhydon 7.744%
Chansey 7.576%
Snorlax 7.155%
Checks and Counters
Magmar
Moves
Body Slam 96.562%
Fire Blast 95.312%
Confuse Ray 94.167%
Submission 90.938%
Psychic 5.521%
Other 17.500%
Teammates
Exeggutor 87.188%
Gengar 86.667%
Dragonite 86.250%
Poliwrath 85.729%
Raichu 85.312%
Starmie 3.542%
Jolteon 2.917%
Kingler 2.500%
Electrode 2.396%
Snorlax 2.188%
Alakazam 2.083%
Checks and Counters
Gyarados
Moves
Hyper Beam 73.893%
Hydro Pump 66.412%
Thunderbolt 60.000%
Blizzard 53.435%
Body Slam 51.603%
Surf 30.076%
Fire Blast 21.679%
Ice Beam 11.145%
Thunder 9.008%
Toxic 4.275%
Other 18.473%
Teammates
Tauros 41.527%
Snorlax 40.763%
Alakazam 38.626%
Chansey 34.962%
Rhydon 32.519%
Exeggutor 27.328%
Gengar 25.649%
Dragonite 22.595%
Jolteon 20.763%
Arcanine 15.878%
Charizard 14.046%
Checks and Counters
Kingler
Moves
Swords Dance 92.068%
Hyper Beam 91.757%
Crabhammer 86.314%
Body Slam 59.253%
Stomp 23.017%
Surf 12.908%
Substitute 9.953%
Ice Beam 6.687%
Other 18.040%
Teammates
Chansey 59.720%
Tauros 58.165%
Zapdos 44.012%
Snorlax 42.457%
Exeggutor 40.280%
Alakazam 36.081%
Starmie 17.263%
Rhydon 15.086%
Gengar 12.908%
Jynx 12.286%
Cloyster 11.353%
Checks and Counters
Dodrio
Moves
Drill Peck 99.359%
Hyper Beam 96.635%
Body Slam 90.385%
Agility 70.192%
Toxic 16.506%
Reflect 12.500%
Other 14.423%
Teammates
Tauros 67.788%
Snorlax 61.058%
Chansey 50.962%
Exeggutor 30.449%
Persian 29.487%
Jolteon 23.558%
Starmie 22.756%
Slowbro 20.353%
Rhydon 19.231%
Jynx 12.821%
Zapdos 12.821%
Checks and Counters
Pinsir
Moves
Swords Dance 89.120%
Hyper Beam 78.720%
Submission 76.800%
Bind 65.280%
Slash 31.680%
Seismic Toss 29.440%
Body Slam 21.760%
Teammates
Alakazam 71.040%
Snorlax 68.960%
Exeggutor 65.280%
Tauros 60.480%
Starmie 49.280%
Chansey 13.600%
Rhydon 12.320%
Golem 11.040%
Venomoth 8.960%
Parasect 8.960%
Scyther 8.320%
Checks and Counters
Clefable
Moves
Thunder Wave 74.259%
Body Slam 70.185%
Thunderbolt 48.148%
Blizzard 45.556%
Ice Beam 44.630%
Sing 32.593%
Hyper Beam 19.815%
Mega Kick 16.296%
Psychic 10.000%
Rest 8.148%
Counter 6.667%
Fire Blast 6.296%
Other 17.407%
Teammates
Tauros 73.519%
Snorlax 67.222%
Chansey 62.963%
Gengar 46.481%
Starmie 27.593%
Exeggutor 22.963%
Alakazam 22.778%
Zapdos 22.778%
Persian 14.444%
Cloyster 8.704%
Hypno 8.704%
Checks and Counters
Sandslash
Moves
Earthquake 99.457%
Swords Dance 97.464%
Body Slam 62.681%
Substitute 49.819%
Rock Slide 39.493%
Hyper Beam 35.688%
Other 15.399%
Teammates
Tauros 67.754%
Exeggutor 50.906%
Alakazam 48.732%
Slowbro 44.203%
Hypno 33.514%
Chansey 28.261%
Snorlax 24.819%
Cloyster 13.225%
Jynx 12.319%
Gengar 11.775%
Raichu 9.964%
Checks and Counters
Electrode
Moves
Explosion 93.148%
Thunder Wave 92.778%
Thunderbolt 90.741%
Toxic 18.889%
Hyper Beam 17.593%
Light Screen 15.556%
Reflect 14.815%
Screech 14.444%
Substitute 12.963%
Thunder 11.111%
Other 17.963%
Teammates
Snorlax 41.481%
Tauros 40.556%
Chansey 31.667%
Gengar 31.481%
Rhydon 24.074%
Alakazam 23.889%
Exeggutor 19.815%
Golem 19.815%
Cloyster 17.222%
Jolteon 17.037%
Zapdos 14.630%
Checks and Counters
Nidoking
Moves
Earthquake 96.798%
Thunderbolt 70.433%
Blizzard 41.808%
Rock Slide 40.490%
Ice Beam 36.911%
Fire Blast 19.586%
Body Slam 19.021%
Surf 12.994%
Hyper Beam 12.618%
Toxic 7.345%
Substitute 6.403%
Submission 5.650%
Thunder 5.461%
Counter 5.273%
Other 19.209%
Teammates
Gengar 44.256%
Alakazam 42.561%
Dragonite 32.392%
Lapras 31.827%
Articuno 29.755%
Snorlax 19.586%
Charizard 19.021%
Chansey 15.443%
Tauros 14.878%
Venusaur 14.689%
Zapdos 14.124%
Checks and Counters
Machamp
Moves
Earthquake 76.639%
Low Kick 67.828%
Body Slam 50.205%
Rock Slide 44.262%
Hyper Beam 42.828%
Counter 42.623%
Submission 32.992%
Seismic Toss 9.836%
Fire Blast 7.582%
Substitute 6.352%
Other 18.852%
Teammates
Chansey 44.672%
Tauros 38.320%
Snorlax 37.910%
Exeggutor 28.893%
Starmie 21.926%
Golem 21.107%
Lapras 20.287%
Hypno 19.262%
Slowbro 19.057%
Alakazam 18.033%
Zapdos 15.369%
Checks and Counters
Moltres
Moves
Fire Blast 98.915%
Fire Spin 86.117%
Agility 83.731%
Hyper Beam 69.197%
Sky Attack 12.364%
Toxic 10.629%
Double-Edge 8.894%
Substitute 8.894%
Rest 8.460%
Other 12.798%
Teammates
Tauros 53.579%
Snorlax 47.939%
Chansey 42.299%
Exeggutor 34.056%
Starmie 29.935%
Golem 22.126%
Rhydon 21.909%
Zapdos 21.258%
Dragonite 17.787%
Alakazam 17.570%
Gengar 16.920%
Checks and Counters
Arcanine
Moves
Fire Blast 78.289%
Body Slam 76.974%
Hyper Beam 56.140%
Flamethrower 39.474%
Rest 32.675%
Agility 32.018%
Reflect 23.026%
Toxic 13.596%
Double-Edge 9.211%
Substitute 8.553%
Bite 7.237%
Leer 4.825%
Other 17.982%
Teammates
Exeggutor 37.061%
Alakazam 31.798%
Rhydon 30.482%
Tauros 28.289%
Snorlax 25.877%
Gyarados 22.807%
Chansey 19.298%
Venusaur 18.421%
Gengar 17.763%
Starmie 15.789%
Dragonite 14.254%
Checks and Counters
Ninetales
Moves
Confuse Ray 85.333%
Fire Blast 62.889%
Fire Spin 61.556%
Flamethrower 40.889%
Toxic 40.222%
Body Slam 35.333%
Reflect 19.778%
Hyper Beam 16.000%
Quick Attack 14.444%
Substitute 7.111%
Other 16.444%
Teammates
Alakazam 34.889%
Exeggutor 34.222%
Snorlax 31.111%
Chansey 24.444%
Cloyster 21.778%
Tauros 21.111%
Slowbro 18.667%
Dragonite 17.111%
Golem 16.889%
Victreebel 15.778%
Gengar 13.778%
Checks and Counters
Tangela
Moves
Sleep Powder 93.985%
Mega Drain 86.466%
Stun Spore 84.211%
Bind 61.905%
Growth 26.065%
Toxic 14.787%
Body Slam 9.273%
Hyper Beam 5.514%
Other 17.794%
Teammates
Zapdos 51.629%
Snorlax 43.860%
Rhydon 40.852%
Lapras 36.341%
Golem 33.835%
Alakazam 31.328%
Chansey 30.326%
Tauros 21.805%
Gengar 21.053%
Hypno 14.286%
Persian 14.286%
Checks and Counters
Dugtrio
Moves
Earthquake 100.000%
Rock Slide 83.548%
Slash 56.812%
Sand Attack 40.360%
Substitute 38.817%
Body Slam 31.105%
Hyper Beam 23.650%
Toxic 11.568%
Other 14.139%
Teammates
Tauros 51.414%
Chansey 44.987%
Gengar 28.535%
Snorlax 28.021%
Jolteon 26.221%
Exeggutor 21.080%
Slowbro 20.051%
Persian 18.509%
Zapdos 17.738%
Alakazam 17.224%
Hypno 13.368%
Checks and Counters
Kangaskhan
Moves
Earthquake 90.155%
Body Slam 85.233%
Hyper Beam 65.285%
Counter 48.187%
Thunderbolt 19.171%
Rock Slide 18.912%
Surf 14.767%
Fire Blast 11.140%
Submission 8.808%
Blizzard 5.699%
Rest 5.440%
Thunder 4.922%
Ice Beam 4.404%
Other 17.876%
Teammates
Snorlax 61.917%
Tauros 51.036%
Chansey 49.482%
Persian 36.010%
Alakazam 28.497%
Exeggutor 23.575%
Hypno 22.021%
Slowbro 18.653%
Dodrio 15.285%
Starmie 15.026%
Raticate 12.176%
Checks and Counters
Aerodactyl
Moves
Fire Blast 82.153%
Hyper Beam 67.422%
Double-Edge 65.722%
Sky Attack 55.241%
Rest 33.428%
Agility 21.813%
Dragon Rage 17.564%
Toxic 11.898%
Substitute 11.048%
Reflect 7.649%
Wing Attack 7.365%
Other 18.697%
Teammates
Alakazam 41.360%
Tauros 26.062%
Jolteon 21.530%
Zapdos 19.830%
Rhydon 18.697%
Snorlax 17.847%
Gengar 17.564%
Exeggutor 16.714%
Kingler 16.431%
Starmie 16.147%
Lapras 16.147%
Checks and Counters
Kabutops
Moves
Swords Dance 94.118%
Hyper Beam 85.294%
Slash 76.797%
Surf 63.399%
Hydro Pump 27.451%
Body Slam 12.418%
Rest 9.150%
Submission 7.516%
Blizzard 7.516%
Other 16.340%
Teammates
Tauros 62.745%
Chansey 59.804%
Exeggutor 45.752%
Alakazam 41.176%
Snorlax 37.908%
Golem 31.373%
Zapdos 23.203%
Jynx 17.320%
Starmie 15.033%
Rhydon 12.745%
Venusaur 12.092%
Checks and Counters
Porygon
Moves
Recover 97.651%
Thunder Wave 89.933%
Ice Beam 66.107%
Thunderbolt 37.248%
Psychic 32.550%
Blizzard 15.436%
Hyper Beam 13.758%
Reflect 11.074%
Tri Attack 11.074%
Sharpen 6.711%
Other 18.456%
Teammates
Tauros 70.470%
Snorlax 70.134%
Chansey 62.081%
Exeggutor 35.570%
Starmie 27.517%
Alakazam 24.497%
Persian 21.812%
Dodrio 19.128%
Gengar 17.785%
Jynx 16.107%
Rhydon 9.396%
Checks and Counters
Raticate
Moves
Super Fang 98.239%
Body Slam 70.775%
Hyper Beam 58.451%
Quick Attack 58.099%
Double-Edge 40.845%
Blizzard 30.634%
Thunder 16.549%
Thunderbolt 10.211%
Other 16.197%
Teammates
Chansey 68.310%
Tauros 64.085%
Snorlax 50.704%
Exeggutor 42.254%
Alakazam 40.493%
Gengar 38.732%
Kangaskhan 16.549%
Persian 15.141%
Starmie 14.437%
Slowbro 13.380%
Clefable 11.268%
Checks and Counters
Blastoise
Moves
Surf 55.926%
Hydro Pump 52.222%
Earthquake 50.000%
Blizzard 47.778%
Body Slam 39.259%
Ice Beam 28.519%
Submission 13.704%
Seismic Toss 12.593%
Rest 12.593%
Toxic 12.593%
Counter 11.481%
Hyper Beam 10.000%
Bite 9.259%
Reflect 7.407%
Withdraw 7.407%
Skull Bash 5.556%
Tail Whip 5.556%
Other 18.148%
Teammates
Charizard 45.926%
Alakazam 44.074%
Venusaur 42.222%
Snorlax 29.630%
Gengar 28.889%
Arcanine 20.000%
Rhydon 19.630%
Pikachu 18.889%
Raichu 17.778%
Exeggutor 16.296%
Pidgeot 16.296%
Checks and Counters
Hitmonlee
Moves
High Jump Kick 93.116%
Body Slam 85.145%
Seismic Toss 48.913%
Mega Kick 46.739%
Counter 39.493%
Meditate 28.986%
Rolling Kick 10.507%
Toxic 7.971%
Substitute 7.246%
Double Kick 6.159%
Rest 5.435%
Jump Kick 5.072%
Other 15.217%
Teammates
Alakazam 35.507%
Tauros 26.087%
Chansey 25.000%
Exeggutor 23.188%
Rhydon 22.464%
Persian 18.478%
Zapdos 16.667%
Jynx 15.942%
Pinsir 14.855%
Nidoking 14.493%
Lapras 13.768%
Checks and Counters
Scyther
Moves
Swords Dance 94.286%
Hyper Beam 85.306%
Agility 69.388%
Slash 58.776%
Wing Attack 45.714%
Quick Attack 13.061%
Toxic 11.429%
Double-Edge 10.204%
Other 11.837%
Teammates
Gengar 54.694%
Alakazam 42.857%
Exeggutor 36.327%
Slowbro 34.694%
Hypno 32.245%
Parasect 21.224%
Pinsir 21.224%
Butterfree 20.000%
Venomoth 18.367%
Beedrill 18.367%
Tauros 16.735%
Checks and Counters
Omastar
Moves
Rest 82.273%
Surf 56.818%
Hydro Pump 55.000%
Body Slam 51.364%
Ice Beam 39.091%
Blizzard 38.182%
Reflect 25.909%
Submission 25.909%
Toxic 9.545%
Other 15.909%
Teammates
Tauros 44.091%
Chansey 41.818%
Exeggutor 40.455%
Hypno 32.273%
Persian 26.364%
Snorlax 25.455%
Starmie 23.182%
Tangela 21.364%
Gengar 20.455%
Golem 20.455%
Nidoqueen 20.000%
Checks and Counters
Parasect
Moves
Spore 78.182%
Mega Drain 50.909%
Stun Spore 50.909%
Swords Dance 41.818%
Slash 35.909%
Hyper Beam 32.727%
Leech Life 26.364%
Body Slam 23.182%
Substitute 18.636%
Growth 15.000%
Reflect 8.182%
Other 18.182%
Teammates
Tauros 38.182%
Chansey 31.364%
Pinsir 25.455%
Snorlax 25.000%
Scyther 23.636%
Butterfree 22.727%
Starmie 22.273%
Beedrill 20.000%
Venomoth 19.545%
Rhydon 16.818%
Alakazam 15.455%
Checks and Counters
Pikachu
Moves
Thunderbolt 77.674%
Quick Attack 46.512%
Surf 45.581%
Thunder Wave 39.535%
Thunder 33.488%
Agility 22.326%
Toxic 20.000%
Light Screen 17.209%
Thunder Shock 16.279%
Substitute 15.814%
Seismic Toss 11.163%
Body Slam 10.698%
Mega Kick 6.977%
Tail Whip 4.186%
Reflect 4.186%
Other 17.209%
Teammates
Charizard 53.488%
Venusaur 41.860%
Snorlax 33.488%
Blastoise 23.721%
Lapras 23.256%
Bulbasaur 20.930%
Gengar 20.465%
Dragonite 20.465%
Squirtle 19.070%
Tauros 18.140%
Alakazam 17.209%
Checks and Counters
Electabuzz
Moves
Thunderbolt 92.157%
Thunder Wave 75.980%
Psychic 67.157%
Submission 31.373%
Body Slam 29.902%
Seismic Toss 25.980%
Counter 14.706%
Thunder 11.765%
Light Screen 9.804%
Reflect 7.843%
Hyper Beam 6.863%
Rest 6.373%
Quick Attack 5.392%
Other 14.706%
Teammates
Golem 25.980%
Persian 23.529%
Hypno 21.569%
Tangela 21.078%
Gengar 20.588%
Raichu 20.098%
Jolteon 19.118%
Omastar 18.627%
Electrode 18.627%
Magneton 18.137%
Zapdos 17.157%
Checks and Counters
Tentacruel
Moves
Wrap 63.981%
Blizzard 60.664%
Surf 58.294%
Hyper Beam 50.711%
Swords Dance 44.076%
Toxic 40.284%
Hydro Pump 30.332%
Ice Beam 19.905%
Barrier 9.005%
Substitute 7.109%
Other 15.640%
Teammates
Victreebel 30.332%
Alakazam 26.540%
Dragonite 26.066%
Tauros 23.697%
Gengar 20.853%
Cloyster 20.379%
Snorlax 18.957%
Chansey 18.483%
Articuno 15.640%
Persian 13.744%
Exeggutor 12.796%
Checks and Counters
Magneton
Moves
Thunderbolt 94.475%
Thunder Wave 76.796%
Supersonic 43.094%
Thunder 39.227%
Toxic 24.862%
Hyper Beam 23.757%
Rest 23.204%
Reflect 16.575%
Double-Edge 14.917%
Flash 14.917%
Substitute 14.917%
Other 13.260%
Teammates
Exeggutor 33.149%
Zapdos 32.597%
Starmie 24.862%
Victreebel 24.862%
Electrode 21.547%
Jolteon 20.442%
Electabuzz 20.442%
Raichu 20.442%
Slowbro 19.890%
Chansey 16.575%
Golem 14.917%
Checks and Counters
Nidoqueen
Moves
Earthquake 88.889%
Blizzard 57.222%
Thunderbolt 55.000%
Counter 35.556%
Body Slam 31.111%
Ice Beam 30.000%
Seismic Toss 25.000%
Fire Blast 16.111%
Toxic 13.333%
Rock Slide 12.222%
Mega Kick 7.222%
Surf 5.556%
Thunder 3.889%
Other 18.889%
Teammates
Tauros 59.444%
Chansey 40.556%
Exeggutor 40.556%
Snorlax 35.000%
Starmie 30.000%
Alakazam 27.778%
Omastar 24.444%
Lapras 21.111%
Dragonite 20.000%
Venusaur 19.444%
Rhydon 16.667%
Checks and Counters
Onix
Moves
Earthquake 92.571%
Bind 74.286%
Explosion 69.714%
Rock Slide 56.000%
Body Slam 38.286%
Toxic 25.714%
Screech 15.429%
Substitute 6.857%
Rest 5.143%
Other 16.000%
Teammates
Alakazam 42.286%
Cloyster 20.000%
Dragonite 20.000%
Snorlax 18.286%
Ditto 18.286%
Ninetales 17.714%
Gengar 17.714%
Chansey 17.143%
Hypno 17.143%
Tauros 16.571%
Caterpie 14.286%
Checks and Counters
Vaporeon
Moves
Acid Armor 70.833%
Surf 67.361%
Rest 56.944%
Ice Beam 45.139%
Blizzard 42.361%
Hydro Pump 41.667%
Toxic 24.306%
Body Slam 11.111%
Substitute 8.333%
Quick Attack 7.639%
Hyper Beam 6.250%
Other 18.056%
Teammates
Snorlax 31.944%
Charizard 24.306%
Chansey 23.611%
Raichu 17.361%
Dragonite 17.361%
Alakazam 16.667%
Gengar 15.972%
Nidoking 15.278%
Venusaur 15.278%
Golem 13.194%
Tauros 12.500%
Checks and Counters
Beedrill
