Rank,Pokemon,Usage %   ,Raw,%       ,Real,%       
122,Blastoise,0.62%,352,0.62%,280,0.61%
123,Salazzle,0.62%,352,0.62%,261,0.57%
124,Salamence,0.62%,351,0.62%,279,0.61%
125,Raichu-Alola,0.61%,345,0.61%,273,0.60%
126,Haxorus,0.60%,340,0.60%,258,0.56%
127,Xurkitree,0.58%,331,0.58%,245,0.53%
128,Talonflame,0.56%,319,0.56%,251,0.55%
129,Centiskorch,0.53%,299,0.53%,213,0.47%
130,Scolipede,0.52%,295,0.52%,236,0.52%
131,Golisopod,0.51%,287,0.51%,230,0.50%
132,Araquanid,0.50%,284,0.50%,250,0.55%
133,Chandelure,0.49%,278,0.49%,206,0.45%
134,Corsola-Galar,0.49%,277,0.49%,233,0.51%
135,Heliolisk,0.48%,274,0.48%,199,0.43%
136,Pikachu,0.47%,268,0.47%,199,0.43%
137,Xatu,0.46%,262,0.46%,216,0.47%
138,Gardevoir,0.46%,259,0.46%,200,0.44%
139,Electivire,0.45%,253,0.45%,209,0.46%
140,Entei,0.45%,253,0.45%,242,0.53%
141,Spiritomb,0.44%,252,0.45%,208,0.45%
142,Sirfetch'd,0.43%,244,0.43%,202,0.44%
143,Arcanine,0.43%,241,0.43%,207,0.45%
144,Hitmontop,0.42%,236,0.42%,198,0.43%
145,Galvantula,0.41%,233,0.41%,203,0.44%
146,Dhelmise,0.40%,229,0.40%,160,0.35%
147,Whimsicott,0.40%,228,0.40%,190,0.41%
148,Bronzong,0.40%,228,0.40%,186,0.41%
149,Dusclops,0.40%,227,0.40%,187,0.41%
150,Zoroark,0.39%,223,0.39%,111,0.24%
151,Rhyperior,0.38%,218,0.39%,176,0.38%
152,Sandaconda,0.38%,217,0.38%,197,0.43%
153,Heracross,0.38%,216,0.38%,166,0.36%
154,Goodra,0.38%,213,0.38%,167,0.36%
155,Hitmonlee,0.37%,211,0.37%,162,0.35%
156,Roserade,0.37%,207,0.37%,163,0.36%
157,Mienshao,0.36%,206,0.36%,157,0.34%
158,Ninetales,0.36%,205,0.36%,155,0.34%
159,Lycanroc-Dusk,0.36%,203,0.36%,152,0.33%
160,Froslass,0.35%,200,0.35%,155,0.34%
161,Crobat,0.35%,196,0.35%,148,0.32%
162,Grapploct,0.34%,194,0.34%,156,0.34%
163,Drampa,0.33%,186,0.33%,147,0.32%
164,Eiscue,0.32%,184,0.33%,123,0.27%
165,Diancie,0.32%,182,0.32%,145,0.32%
166,Toxicroak,0.31%,176,0.31%,136,0.30%
167,Kingler,0.31%,175,0.31%,140,0.31%
168,Dusknoir,0.31%,175,0.31%,139,0.30%
169,Shiftry,0.31%,173,0.31%,104,0.23%
170,Aggron,0.30%,170,0.30%,126,0.28%
171,Mantine,0.30%,170,0.30%,132,0.29%
172,Nidoqueen,0.30%,169,0.30%,142,0.31%
173,Tyrantrum,0.29%,165,0.29%,112,0.24%
174,Lapras,0.29%,164,0.29%,119,0.26%
175,Mr. Rime,0.28%,160,0.28%,107,0.23%
176,Machamp,0.28%,160,0.28%,121,0.26%
177,Avalugg,0.28%,159,0.28%,117,0.26%
178,Indeedee,0.28%,157,0.28%,117,0.26%
179,Vaporeon,0.28%,157,0.28%,132,0.29%
180,Exploud,0.28%,157,0.28%,144,0.31%
181,Butterfree,0.28%,156,0.28%,121,0.26%
182,Azelf,0.27%,155,0.27%,145,0.32%
183,Dubwool,0.27%,154,0.27%,100,0.22%
184,Cobalion,0.27%,154,0.27%,143,0.31%
185,Regidrago,0.27%,153,0.27%,113,0.25%
186,Stakataka,0.25%,143,0.25%,119,0.26%
187,Golurk,0.25%,143,0.25%,122,0.27%
188,Rotom-Mow,0.25%,142,0.25%,120,0.26%
189,Aron,0.25%,140,0.25%,113,0.25%
190,Zygarde-%,0.25%,140,0.25%,113,0.25%
191,Raichu,0.24%,137,0.24%,121,0.26%
192,Arctovish,0.24%,136,0.24%,102,0.22%
193,Omastar,0.24%,135,0.24%,104,0.23%
194,Flygon,0.24%,134,0.24%,103,0.23%
195,Cofagrigus,0.23%,133,0.24%,100,0.22%
196,Durant,0.23%,129,0.23%,99,0.22%
197,Terrakion,0.23%,129,0.23%,100,0.22%
198,Meowstic,0.23%,129,0.23%,107,0.23%
199,Leafeon,0.23%,128,0.23%,101,0.22%
200,Cinccino,0.22%,127,0.22%,92,0.20%
201,Stoutland,0.22%,127,0.22%,87,0.19%
202,Clawitzer,0.22%,123,0.22%,95,0.21%
203,Cradily,0.22%,122,0.22%,97,0.21%
204,Politoed,0.22%,122,0.22%,108,0.24%
205,Tentacruel,0.21%,121,0.21%,101,0.22%
206,Jolteon,0.21%,120,0.21%,98,0.21%
207,Ludicolo,0.21%,119,0.21%,88,0.19%
208,Diggersby,0.21%,118,0.21%,95,0.21%
209,Sceptile,0.21%,117,0.21%,96,0.21%
210,Slurpuff,0.20%,116,0.21%,93,0.20%
211,Frosmoth,0.20%,113,0.20%,74,0.16%
212,Vikavolt,0.20%,111,0.20%,81,0.18%
213,Aurorus,0.19%,109,0.19%,74,0.16%
214,Vanilluxe,0.19%,108,0.19%,93,0.20%
215,Comfey,0.19%,107,0.19%,83,0.18%
216,Sandslash-Alola,0.19%,106,0.19%,76,0.17%
217,Sharpedo,0.19%,105,0.19%,78,0.17%
218,Wailord,0.19%,105,0.19%,71,0.16%
219,Coalossal,0.18%,104,0.18%,81,0.18%
220,Escavalier,0.18%,102,0.18%,78,0.17%
221,Jellicent,0.18%,101,0.18%,77,0.17%
222,Noivern,0.17%,99,0.18%,81,0.18%
223,Runerigus,0.17%,98,0.17%,87,0.19%
224,Cursola,0.17%,98,0.17%,63,0.14%
225,Drapion,0.17%,97,0.17%,75,0.16%
226,Perrserker,0.17%,97,0.17%,72,0.16%
227,Emolga,0.16%,92,0.16%,82,0.18%
228,Gigalith,0.16%,92,0.16%,79,0.17%
229,Regigigas,0.16%,91,0.16%,71,0.16%
230,Articuno-Galar,0.16%,89,0.16%,68,0.15%
231,Archeops,0.15%,87,0.15%,74,0.16%
232,Malamar,0.15%,86,0.15%,74,0.16%
233,Pangoro,0.14%,82,0.15%,69,0.15%
234,Vileplume,0.14%,82,0.15%,61,0.13%
235,Zarude,0.14%,82,0.15%,70,0.15%
236,Crustle,0.14%,80,0.14%,61,0.13%
237,Decidueye,0.14%,80,0.14%,57,0.12%
238,Druddigon,0.14%,80,0.14%,71,0.16%
239,Steelix,0.14%,79,0.14%,69,0.15%
240,Bewear,0.14%,78,0.14%,55,0.12%
241,Shiinotic,0.14%,77,0.14%,58,0.13%
242,Lurantis,0.13%,76,0.13%,65,0.14%
243,Virizion,0.13%,73,0.13%,53,0.12%
244,Raikou,0.13%,72,0.13%,53,0.12%
245,Togedemaru,0.13%,71,0.13%,52,0.11%
246,Lanturn,0.12%,69,0.12%,54,0.12%
247,Thundurus,0.12%,69,0.12%,57,0.12%
248,Celebi,0.12%,68,0.12%,51,0.11%
249,Tauros,0.12%,67,0.12%,49,0.11%
250,Flareon,0.12%,66,0.12%,53,0.12%
251,Scrafty,0.12%,66,0.12%,48,0.11%
252,Armaldo,0.12%,66,0.12%,47,0.10%
253,Registeel,0.11%,65,0.12%,56,0.12%
254,Gallade,0.11%,65,0.12%,47,0.10%
255,Tsareena,0.11%,65,0.12%,55,0.12%
256,Glastrier,0.11%,63,0.11%,44,0.10%
257,Miltank,0.11%,63,0.11%,48,0.11%
258,Magmortar,0.11%,63,0.11%,56,0.12%
259,Orbeetle,0.11%,63,0.11%,53,0.12%
260,Linoone,0.11%,62,0.11%,55,0.12%
261,Pyukumuku,0.11%,62,0.11%,50,0.11%
262,Bellossom,0.11%,62,0.11%,52,0.11%
263,Duraludon,0.11%,61,0.11%,45,0.10%
264,Dragalge,0.11%,60,0.11%,32,0.07%
265,Indeedee-F,0.10%,59,0.10%,42,0.09%
266,Falinks,0.10%,59,0.10%,37,0.08%
267,Regice,0.10%,59,0.10%,48,0.11%
268,Ninjask,0.10%,58,0.10%,44,0.10%
269,Claydol,0.10%,56,0.10%,47,0.10%
270,Thievul,0.10%,56,0.10%,43,0.09%
271,Mudsdale,0.10%,56,0.10%,46,0.10%
272,Boltund,0.10%,55,0.10%,39,0.09%
273,Accelgor,0.10%,54,0.10%,52,0.11%
274,Noctowl,0.10%,54,0.10%,38,0.08%
275,Turtonator,0.09%,53,0.09%,44,0.10%
276,Glaceon,0.09%,50,0.09%,46,0.10%
277,Exeggutor-Alola,0.09%,50,0.09%,39,0.09%
278,Ferroseed,0.09%,49,0.09%,45,0.10%
279,Guzzlord,0.09%,49,0.09%,36,0.08%
280,Alcremie,0.09%,49,0.09%,31,0.07%
281,Octillery,0.09%,49,0.09%,40,0.09%
282,Trevenant,0.08%,48,0.09%,38,0.08%
283,Weezing,0.08%,47,0.08%,33,0.07%
284,Copperajah,0.08%,46,0.08%,36,0.08%
285,Mawile,0.08%,46,0.08%,40,0.09%
286,Lycanroc,0.08%,45,0.08%,32,0.07%
287,Greedent,0.08%,45,0.08%,41,0.09%
288,Tornadus,0.08%,45,0.08%,37,0.08%
289,Magneton,0.08%,44,0.08%,30,0.07%
290,Audino,0.08%,43,0.08%,42,0.09%
291,Oranguru,0.08%,43,0.08%,35,0.08%
292,Exeggutor,0.08%,43,0.08%,31,0.07%
293,Morpeko,0.07%,42,0.07%,30,0.07%
294,Abomasnow,0.07%,41,0.07%,37,0.08%
295,Braviary,0.07%,41,0.07%,31,0.07%
296,Pincurchin,0.07%,41,0.07%,36,0.08%
297,Lickilicky,0.07%,41,0.07%,35,0.08%
298,Liepard,0.07%,40,0.07%,29,0.06%
299,Appletun,0.07%,40,0.07%,29,0.06%
300,Lopunny,0.07%,40,0.07%,34,0.07%
301,Drednaw,0.07%,40,0.07%,31,0.07%
302,Beartic,0.07%,40,0.07%,25,0.06%
303,Manectric,0.07%,39,0.07%,34,0.07%
304,Drifblim,0.07%,39,0.07%,28,0.06%
305,Cramorant,0.07%,39,0.07%,36,0.08%
306,Eldegoss,0.07%,39,0.07%,37,0.08%
307,Rhydon,0.07%,39,0.07%,35,0.08%
308,Uxie,0.07%,38,0.07%,36,0.08%
309,Altaria,0.07%,38,0.07%,28,0.06%
310,Barbaracle,0.07%,38,0.07%,30,0.07%
311,Regirock,0.07%,38,0.07%,34,0.07%
312,Hippopotas,0.07%,37,0.07%,34,0.07%
313,Marowak,0.06%,35,0.06%,28,0.06%
314,Lycanroc-Midnight,0.06%,34,0.06%,31,0.07%
315,Riolu,0.06%,34,0.06%,14,0.03%
316,Swoobat,0.06%,33,0.06%,20,0.04%
317,Seaking,0.06%,32,0.06%,29,0.06%
318,Cryogonal,0.05%,30,0.05%,12,0.03%
319,Dugtrio,0.05%,30,0.05%,26,0.06%
320,Sandslash,0.05%,30,0.05%,22,0.05%
321,Hitmonchan,0.05%,29,0.05%,21,0.05%
322,Absol,0.05%,28,0.05%,21,0.05%
323,Whiscash,0.05%,28,0.05%,27,0.06%
324,Wishiwashi,0.05%,28,0.05%,19,0.04%
325,Haunter,0.05%,28,0.05%,21,0.05%
326,Raboot,0.05%,28,0.05%,22,0.05%
327,Articuno,0.05%,27,0.05%,22,0.05%
328,Passimian,0.05%,27,0.05%,19,0.04%
329,Silvally-Ice,0.05%,27,0.05%,17,0.04%
330,Onix,0.05%,26,0.05%,25,0.06%
331,Unfezant,0.05%,26,0.05%,16,0.04%
332,Gourgeist,0.05%,26,0.05%,23,0.05%
333,Stunfisk,0.04%,25,0.04%,24,0.05%
334,Tangela,0.04%,25,0.04%,21,0.05%
335,Poliwrath,0.04%,24,0.04%,20,0.04%
336,Kabutops,0.04%,24,0.04%,15,0.03%
337,Luxray,0.04%,24,0.04%,17,0.04%
338,Walrein,0.04%,23,0.04%,14,0.03%
339,Lilligant,0.04%,23,0.04%,19,0.04%
340,Carracosta,0.04%,23,0.04%,17,0.04%
341,Tirtouga,0.04%,23,0.04%,12,0.03%
342,Persian-Alola,0.04%,22,0.04%,21,0.05%
343,Darumaka,0.04%,21,0.04%,17,0.04%
344,Palossand,0.04%,21,0.04%,12,0.03%
345,Maractus,0.04%,21,0.04%,20,0.04%
346,Throh,0.04%,21,0.04%,18,0.04%
347,Wigglytuff,0.03%,19,0.03%,17,0.04%
348,Scorbunny,0.03%,19,0.03%,18,0.04%
349,Linoone-Galar,0.03%,19,0.03%,16,0.04%
350,Dartrix,0.03%,19,0.03%,9,0.02%
351,Fraxure,0.03%,18,0.03%,14,0.03%
352,Gothitelle,0.03%,18,0.03%,17,0.04%
353,Klinklang,0.03%,18,0.03%,15,0.03%
354,Sawk,0.03%,17,0.03%,13,0.03%
355,Gabite,0.03%,17,0.03%,14,0.03%
356,Bouffalant,0.03%,17,0.03%,17,0.04%
357,Rotom-Fan,0.03%,17,0.03%,13,0.03%
358,Lunatone,0.03%,17,0.03%,14,0.03%
359,Arrokuda,0.03%,17,0.03%,14,0.03%
360,Beheeyem,0.03%,16,0.03%,15,0.03%
361,Relicanth,0.03%,16,0.03%,14,0.03%
362,Type: Null,0.03%,16,0.03%,16,0.04%
363,Magmar,0.03%,16,0.03%,13,0.03%
364,Dedenne,0.03%,15,0.03%,12,0.03%
365,Aromatisse,0.03%,15,0.03%,14,0.03%
366,Sudowoodo,0.03%,15,0.03%,12,0.03%
367,Doublade,0.02%,14,0.03%,12,0.03%
368,Cherrim,0.02%,14,0.03%,7,0.02%
369,Clefairy,0.02%,13,0.02%,11,0.02%
370,Pinsir,0.02%,13,0.02%,12,0.03%
371,Gourgeist-Super,0.02%,13,0.02%,10,0.02%
372,Swirlix,0.02%,13,0.02%,13,0.03%
373,Solrock,0.02%,13,0.02%,10,0.02%
374,Mime Jr.,0.02%,13,0.02%,11,0.02%
375,Dragonair,0.02%,12,0.02%,10,0.02%
376,Kadabra,0.02%,12,0.02%,12,0.03%
377,Vespiquen,0.02%,12,0.02%,9,0.02%
378,Rotom-Frost,0.02%,12,0.02%,8,0.02%
379,Sliggoo,0.02%,12,0.02%,10,0.02%
380,Rapidash-Galar,0.02%,11,0.02%,6,0.01%
381,Magnemite,0.02%,11,0.02%,10,0.02%
382,Meowth-Alola,0.02%,11,0.02%,11,0.02%
383,Garbodor,0.02%,11,0.02%,9,0.02%
384,Yamask-Galar,0.02%,11,0.02%,11,0.02%
385,Kangaskhan,0.02%,10,0.02%,7,0.02%
386,Jigglypuff,0.02%,10,0.02%,6,0.01%
387,Eevee,0.02%,10,0.02%,9,0.02%
388,Mantyke,0.02%,10,0.02%,10,0.02%
389,Thwackey,0.02%,9,0.02%,9,0.02%
390,Caterpie,0.02%,9,0.02%,9,0.02%
391,Jynx,0.02%,9,0.02%,7,0.02%
392,Piloswine,0.02%,9,0.02%,6,0.01%
393,Togepi,0.02%,9,0.02%,7,0.02%
394,Mr. Mime-Galar,0.01%,8,0.01%,7,0.02%
395,Silvally,0.01%,8,0.01%,8,0.02%
396,Metang,0.01%,8,0.01%,7,0.02%
397,Munna,0.01%,8,0.01%,8,0.02%
398,Litten,0.01%,8,0.01%,8,0.02%
399,Golbat,0.01%,8,0.01%,7,0.02%
400,Rotom,0.01%,8,0.01%,8,0.02%
401,Silvally-Fairy,0.01%,8,0.01%,5,0.01%
402,Calyrex,0.01%,8,0.01%,6,0.01%
403,Mesprit,0.01%,8,0.01%,5,0.01%
404,Bonsly,0.01%,8,0.01%,8,0.02%
405,Lampent,0.01%,8,0.01%,6,0.01%
406,Lairon,0.01%,8,0.01%,1,0.00%
407,Dunsparce,0.01%,7,0.01%,6,0.01%
408,Gourgeist-Large,0.01%,7,0.01%,7,0.02%
409,Gurdurr,0.01%,7,0.01%,6,0.01%
410,Heatmor,0.01%,7,0.01%,6,0.01%
411,Skuntank,0.01%,7,0.01%,7,0.02%
412,Corsola,0.01%,7,0.01%,7,0.02%
413,Wooloo,0.01%,7,0.01%,6,0.01%
414,Meltan,0.01%,7,0.01%,6,0.01%
415,Spheal,0.01%,7,0.01%,6,0.01%
416,Foongus,0.01%,7,0.01%,4,0.01%
417,Wobbuffet,0.01%,6,0.01%,6,0.01%
418,Togetic,0.01%,6,0.01%,6,0.01%
419,Torracat,0.01%,6,0.01%,6,0.01%
420,Farfetch'd-Galar,0.01%,6,0.01%,5,0.01%
421,Carbink,0.01%,6,0.01%,5,0.01%
422,Rapidash,0.01%,6,0.01%,1,0.00%
423,Munchlax,0.01%,6,0.01%,4,0.01%
424,Duosion,0.01%,6,0.01%,5,0.01%
425,Silvally-Dragon,0.01%,6,0.01%,3,0.01%
426,Electabuzz,0.01%,5,0.01%,5,0.01%
427,Poipole,0.01%,5,0.01%,5,0.01%
428,Glalie,0.01%,5,0.01%,2,0.00%
429,Elekid,0.01%,5,0.01%,5,0.01%
430,Magby,0.01%,5,0.01%,4,0.01%
431,Silvally-Electric,0.01%,5,0.01%,4,0.01%
432,Palpitoad,0.01%,5,0.01%,3,0.01%
433,Cottonee,0.01%,4,0.01%,4,0.01%
434,Marshtomp,0.01%,4,0.01%,4,0.01%
435,Dugtrio-Alola,0.01%,4,0.01%,4,0.01%
436,Silvally-Ground,0.01%,4,0.01%,3,0.01%
437,Wailmer,0.01%,4,0.01%,4,0.01%
438,Klang,0.01%,4,0.01%,3,0.01%
439,Carkol,0.01%,4,0.01%,3,0.01%
440,Igglybuff,0.01%,4,0.01%,4,0.01%
441,Metapod,0.01%,4,0.01%,4,0.01%
442,Silvally-Poison,0.01%,4,0.01%,3,0.01%
443,Croagunk,0.01%,4,0.01%,3,0.01%
444,Silicobra,0.01%,4,0.01%,3,0.01%
445,Silvally-Ghost,0.01%,3,0.01%,3,0.01%
446,Charjabug,0.01%,3,0.01%,0,0.00%
447,Grubbin,0.01%,3,0.01%,0,0.00%
448,Vulpix,0.01%,3,0.01%,2,0.00%
449,Flapple,0.01%,3,0.01%,2,0.00%
450,Gourgeist-Small,0.01%,3,0.01%,3,0.01%
451,Gastly,0.01%,3,0.01%,2,0.00%
452,Stunfisk-Galar,0.01%,3,0.01%,0,0.00%
453,Buneary,0.01%,3,0.01%,2,0.00%
454,Qwilfish,0.01%,3,0.01%,3,0.01%
455,Silvally-Flying,0.01%,3,0.01%,3,0.01%
456,Magikarp,0.01%,3,0.01%,1,0.00%
457,Cubone,0.01%,3,0.01%,3,0.01%
458,Delibird,0.01%,3,0.01%,3,0.01%
459,Bulbasaur,0.01%,3,0.01%,3,0.01%
460,Farfetch'd,0.01%,3,0.01%,2,0.00%
461,Silvally-Grass,0.01%,3,0.01%,3,0.01%
462,Krabby,0.01%,3,0.01%,3,0.01%
463,Honedge,0.01%,3,0.01%,3,0.01%
464,Tentacool,0.01%,3,0.01%,3,0.01%
465,Growlithe,0.01%,3,0.01%,3,0.01%
466,Silvally-Fire,0.00%,2,0.00%,2,0.00%
467,Elgyem,0.00%,2,0.00%,1,0.00%
468,Treecko,0.00%,2,0.00%,2,0.00%
469,Persian,0.00%,2,0.00%,1,0.00%
470,Meowth,0.00%,2,0.00%,2,0.00%
471,Slowpoke-Galar,0.00%,2,0.00%,2,0.00%
472,Golduck,0.00%,2,0.00%,2,0.00%
473,Grookey,0.00%,2,0.00%,2,0.00%
474,Boldore,0.00%,2,0.00%,2,0.00%
475,Bunnelby,0.00%,2,0.00%,2,0.00%
476,Minccino,0.00%,2,0.00%,2,0.00%
477,Spritzee,0.00%,2,0.00%,2,0.00%
478,Stonjourner,0.00%,2,0.00%,2,0.00%
479,Slowpoke,0.00%,2,0.00%,2,0.00%
480,Psyduck,0.00%,2,0.00%,2,0.00%
481,Rowlet,0.00%,2,0.00%,1,0.00%
482,Koffing,0.00%,2,0.00%,2,0.00%
483,Sandile,0.00%,2,0.00%,2,0.00%
484,Roselia,0.00%,2,0.00%,1,0.00%
485,Diglett-Alola,0.00%,2,0.00%,2,0.00%
486,Duskull,0.00%,2,0.00%,2,0.00%
487,Espurr,0.00%,2,0.00%,2,0.00%
488,Larvitar,0.00%,2,0.00%,2,0.00%
489,Amaura,0.00%,1,0.00%,1,0.00%
490,Ivysaur,0.00%,1,0.00%,1,0.00%
491,Lickitung,0.00%,1,0.00%,1,0.00%
492,Sizzlipede,0.00%,1,0.00%,1,0.00%
493,Carvanha,0.00%,1,0.00%,1,0.00%
494,Stufful,0.00%,1,0.00%,1,0.00%
495,Rolycoly,0.00%,1,0.00%,1,0.00%
496,Gible,0.00%,1,0.00%,1,0.00%
497,Bergmite,0.00%,1,0.00%,1,0.00%
498,Cutiefly,0.00%,1,0.00%,1,0.00%
499,Mienfoo,0.00%,1,0.00%,1,0.00%
500,Mareanie,0.00%,1,0.00%,1,0.00%
501,Woobat,0.00%,1,0.00%,1,0.00%
502,Pichu,0.00%,1,0.00%,1,0.00%
503,Mudkip,0.00%,1,0.00%,1,0.00%
504,Musharna,0.00%,1,0.00%,1,0.00%
505,Kirlia,0.00%,1,0.00%,1,0.00%
506,Silvally-Steel,0.00%,1,0.00%,1,0.00%
